date,iso_code,continent,location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,reproduction_rate,positive_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_hosp_admissions,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,population,population_density,total_cases_koronavirus,total_deaths_koronavirus,total_vaccinations_koronavirus,people_vaccinated_koronavirus,people_fully_vaccinated_koronavirus
2021-04-14,HRV,Europe,Croatia,297973.0,3099.0,2203.571,6399.0,41.0,35.714,1.18,0.241,,,1955.0,478.972,,,617516.0,500233.0,117283.0,12093.0,12015.0,4081657.0,73.726,297973.0,6399.0,0.0,0.0,0.0
2021-04-15,HRV,Europe,Croatia,300900.0,2927.0,2162.143,6442.0,43.0,36.714,1.16,0.241,,,1988.0,487.057,,,643834.0,519375.0,124459.0,26318.0,14343.0,4081657.0,73.726,300900.0,6442.0,0.0,0.0,0.0
2021-04-16,HRV,Europe,Croatia,303598.0,2698.0,2176.286,6486.0,44.0,35.857,1.14,0.238,,,2003.0,490.732,,,671839.0,539487.0,132352.0,28005.0,15151.0,4081657.0,73.726,303598.0,6486.0,0.0,0.0,0.0
2021-04-17,HRV,Europe,Croatia,306225.0,2627.0,2189.429,6523.0,37.0,36.286,1.12,0.254,,,2014.0,493.427,,,691265.0,552559.0,138706.0,19426.0,15333.0,4081657.0,73.726,306225.0,6523.0,0.0,0.0,0.0
2021-04-18,HRV,Europe,Croatia,307790.0,1565.0,2182.0,6562.0,39.0,36.286,1.1,0.265,,,2105.0,515.722,,1627.366,693530.0,553883.0,139647.0,2265.0,15050.0,4081657.0,73.726,307790.0,6562.0,0.0,0.0,0.0
2021-04-19,HRV,Europe,Croatia,308200.0,410.0,2180.286,6601.0,39.0,38.286,1.08,0.25,,,2179.0,533.852,,,698032.0,556969.0,141063.0,4502.0,14666.0,4081657.0,73.726,308200.0,6601.0,0.0,0.0,0.0
2021-04-20,HRV,Europe,Croatia,310306.0,2106.0,2204.571,6643.0,42.0,40.714,1.07,0.254,,,2198.0,538.507,,,708960.0,565164.0,143796.0,10928.0,14791.0,4081657.0,73.726,310306.0,6643.0,0.0,0.0,0.0
2021-04-21,HRV,Europe,Croatia,313423.0,3117.0,2207.143,6692.0,49.0,41.857,1.05,0.257,,,2201.0,539.242,,,726315.0,578273.0,148042.0,17355.0,15543.0,4081657.0,73.726,313423.0,6692.0,0.0,0.0,0.0
2021-04-22,HRV,Europe,Croatia,316308.0,2885.0,2201.143,6738.0,46.0,42.286,1.03,0.254,,,2229.0,546.102,,,746878.0,593972.0,152906.0,20563.0,14721.0,4081657.0,73.726,316308.0,6738.0,0.0,0.0,0.0
2021-04-23,HRV,Europe,Croatia,318837.0,2529.0,2177.0,6784.0,46.0,42.57100000000001,1.02,0.257,,,2227.0,545.612,,,770221.0,611792.0,158429.0,23343.0,14055.0,4081657.0,73.726,318837.0,6784.0,0.0,0.0,0.0
2021-04-24,HRV,Europe,Croatia,321372.0,2535.0,2163.857,6815.0,31.0,41.714,1.0,0.244,,,2214.0,542.427,,,785869.0,621077.0,164792.0,15648.0,13515.0,4081657.0,73.726,321372.0,6815.0,0.0,0.0,0.0
2021-04-25,HRV,Europe,Croatia,322626.0,1254.0,2119.429,6854.0,39.0,41.714,0.97,0.238,,,2288.0,560.557,,1726.939,795597.0,627216.0,168381.0,9728.0,14581.0,4081657.0,73.726,322626.0,6854.0,0.0,0.0,0.0
2021-04-26,HRV,Europe,Croatia,323036.0,410.0,2119.429,6905.0,51.0,43.429,0.96,0.25,,,2315.0,567.172,,,798717.0,629108.0,169609.0,3120.0,14384.0,4081657.0,73.726,323036.0,6905.0,0.0,0.0,0.0
2021-04-27,HRV,Europe,Croatia,324833.0,1797.0,2075.286,6957.0,52.0,44.857,0.95,0.245,,,2263.0,554.432,,,812984.0,639564.0,173420.0,14267.0,14861.0,4081657.0,73.726,324833.0,6957.0,0.0,0.0,0.0
2021-04-28,HRV,Europe,Croatia,327737.0,2904.0,2044.857,7001.0,44.0,44.143,0.93,0.235,,,2278.0,558.107,,,825839.0,648709.0,177130.0,12855.0,14218.0,4081657.0,73.726,327737.0,7001.0,0.0,0.0,0.0
2021-04-29,HRV,Europe,Croatia,330176.0,2439.0,1981.143,7040.0,39.0,43.143,0.91,0.229,,,2239.0,548.552,,,872726.0,682757.0,189969.0,46887.0,17978.0,4081657.0,73.726,330176.0,7040.0,0.0,0.0,0.0
2021-04-30,HRV,Europe,Croatia,332183.0,2007.0,1906.571,7081.0,41.0,42.429,0.89,0.218,,,2237.0,548.062,,,901120.0,702470.0,198650.0,28394.0,18700.0,4081657.0,73.726,332183.0,7081.0,0.0,0.0,0.0
2021-05-01,HRV,Europe,Croatia,334229.0,2046.0,1836.714,7130.0,49.0,45.0,0.87,0.206,,,2210.0,541.447,,,907575.0,707057.0,200518.0,6455.0,17387.0,4081657.0,73.726,334229.0,7130.0,0.0,0.0,0.0
2021-05-02,HRV,Europe,Croatia,335173.0,944.0,1792.429,7182.0,52.0,46.857,0.86,0.197,,,2223.0,544.632,,1546.9029999999998,908839.0,708137.0,200702.0,1264.0,16177.0,4081657.0,73.726,335173.0,7182.0,0.0,0.0,0.0
2021-05-03,HRV,Europe,Croatia,335522.0,349.0,1783.714,7218.0,36.0,44.714,0.85,0.194,,,2247.0,550.512,,,921527.0,716861.0,204666.0,12688.0,17544.0,4081657.0,73.726,335522.0,7218.0,0.0,0.0,0.0
2021-05-04,HRV,Europe,Croatia,336918.0,1396.0,1726.429,7264.0,46.0,43.857,0.83,0.19,,,2169.0,531.4019999999998,,,944398.0,734556.0,209842.0,22871.0,18773.0,4081657.0,73.726,336918.0,7264.0,0.0,0.0,0.0
2021-05-05,HRV,Europe,Croatia,339412.0,2494.0,1667.8570000000002,7315.0,51.0,44.857,0.81,0.188,,,2123.0,520.132,,,979181.0,760805.0,218376.0,34783.0,21906.0,4081657.0,73.726,339412.0,7315.0,0.0,0.0,0.0
2021-05-06,HRV,Europe,Croatia,341052.0,1640.0,1553.714,7355.0,40.0,45.0,0.77,0.179,,,2106.0,515.967,,,1025701.0,796909.0,228792.0,46520.0,21854.0,4081657.0,73.726,341052.0,7355.0,0.0,0.0,0.0
2021-05-07,HRV,Europe,Croatia,342487.0,1435.0,1472.0,7388.0,33.0,43.857,0.75,0.174,,,2079.0,509.352,,,1078760.0,835320.0,243440.0,53059.0,25377.0,4081657.0,73.726,342487.0,7388.0,1025701.0,796909.0,228792.0
2021-05-08,HRV,Europe,Croatia,343829.0,1342.0,1371.429,7424.0,36.0,42.0,0.74,0.16899999999999998,,,2016.0,493.917,,,1117709.0,867621.0,250088.0,38949.0,30019.0,4081657.0,73.726,343829.0,7424.0,1078760.0,835320.0,243440.0
2021-05-09,HRV,Europe,Croatia,344494.0,665.0,1331.571,7469.0,45.0,41.0,0.73,0.168,,,2032.0,497.837,,1252.207,1131607.0,879312.0,252295.0,13898.0,31824.0,4081657.0,73.726,344494.0,7469.0,0.0,0.0,0.0
2021-05-10,HRV,Europe,Croatia,344747.0,253.0,1317.8570000000002,7503.0,34.0,40.714,0.72,0.17,,,2033.0,498.082,,,1154319.0,894881.0,259438.0,22712.0,33256.0,4081657.0,73.726,344747.0,7503.0,0.0,0.0,0.0
2021-05-11,HRV,Europe,Croatia,345623.0,876.0,1243.571,7549.0,46.0,40.714,0.69,0.161,,,1928.0,472.357,,,1186581.0,919139.0,267442.0,32262.0,34598.0,4081657.0,73.726,345623.0,7549.0,0.0,0.0,0.0
2021-05-12,HRV,Europe,Croatia,347094.0,1471.0,1097.429,7589.0,40.0,39.143,0.66,0.147,,,1876.0,459.617,,,,,,,35464.0,4081657.0,73.726,347094.0,7589.0,0.0,0.0,0.0
2021-05-13,HRV,Europe,Croatia,348158.0,1064.0,1015.143,7623.0,34.0,38.286,0.65,0.14,,,1837.0,450.062,,,1268281.0,980177.0,288104.0,,34654.0,4081657.0,73.726,348158.0,7623.0,0.0,0.0,0.0
2021-05-14,HRV,Europe,Croatia,349084.0,926.0,942.429,7664.0,41.0,39.429,0.65,0.133,,,1752.0,429.237,,,1310456.0,1009609.0,300847.0,42175.0,33099.0,4081657.0,73.726,349084.0,7664.0,0.0,0.0,0.0
2021-05-15,HRV,Europe,Croatia,349910.0,826.0,868.7139999999998,7687.0,23.0,37.571,0.64,0.124,,,1684.0,412.578,,,1346991.0,1039233.0,307758.0,36535.0,32755.0,4081657.0,73.726,349910.0,7687.0,0.0,0.0,0.0
2021-05-16,HRV,Europe,Croatia,350390.0,480.0,842.2860000000002,7708.0,21.0,34.143,0.65,0.121,,,1675.0,410.3730000000001,,997.743,1349447.0,1041215.0,308232.0,2456.0,31120.0,4081657.0,73.726,350390.0,7708.0,0.0,0.0,0.0
2021-05-17,HRV,Europe,Croatia,350506.0,116.0,822.7139999999998,7738.0,30.0,33.571,0.64,0.119,,,1662.0,407.1880000000001,,,1369969.0,1052032.0,317937.0,20522.0,30807.0,4081657.0,73.726,350506.0,7738.0,1349447.0,1041215.0,308232.0
2021-05-18,HRV,Europe,Croatia,350997.0,491.0,767.7139999999998,7765.0,27.0,30.857,0.62,0.113,,,1566.0,383.668,,,1406279.0,1078103.0,328176.0,36310.0,31385.0,4081657.0,73.726,350997.0,7765.0,1369969.0,1052032.0,317937.0
2021-05-19,HRV,Europe,Croatia,351997.0,1000.0,700.429,7792.0,27.0,29.0,0.6,0.104,,,1508.0,369.458,,,1450169.0,1109161.0,341008.0,43890.0,31820.0,4081657.0,73.726,351997.0,7792.0,1406279.0,1078103.0,328176.0
2021-05-20,HRV,Europe,Croatia,352692.0,695.0,647.714,7828.0,36.0,29.286,0.58,0.097,,,1416.0,346.918,,,,,,,33070.0,4081657.0,73.726,352692.0,7828.0,1450169.0,1109161.0,341008.0
2021-05-21,HRV,Europe,Croatia,353217.0,525.0,590.429,7856.0,28.0,27.429,0.58,0.09,,,1331.0,326.093,,,1549368.0,1157655.0,391713.0,,34130.0,4081657.0,73.726,353217.0,7856.0,1507353.0,1149941.0,357412.0
2021-05-22,HRV,Europe,Croatia,353735.0,518.0,546.429,7883.0,27.0,28.0,0.58,0.085,,,1217.0,298.163,,,1581292.0,1179998.0,401294.0,31924.0,33472.0,4081657.0,73.726,353735.0,7883.0,1549368.0,1157655.0,391713.0
2021-05-23,HRV,Europe,Croatia,353986.0,251.0,513.714,7903.0,20.0,27.857,0.59,0.08199999999999999,,,1202.0,294.488,,637.67,1582821.0,1181255.0,401566.0,1529.0,33339.0,4081657.0,73.726,353986.0,7903.0,1581292.0,1179998.0,401294.0
2021-05-24,HRV,Europe,Croatia,354060.0,74.0,507.714,7929.0,26.0,27.286,0.59,0.081,,,1211.0,296.693,,,1605287.0,1195088.0,410199.0,22466.0,33617.0,4081657.0,73.726,354060.0,7929.0,1582821.0,1181255.0,401566.0
2021-05-25,HRV,Europe,Croatia,354383.0,323.0,483.714,7950.0,21.0,26.429,0.56,0.077,,,1109.0,271.703,,,1608291.0,1197164.0,411127.0,3004.0,28859.0,4081657.0,73.726,354383.0,7950.0,1605287.0,1195088.0,410199.0
2021-05-26,HRV,Europe,Croatia,354921.0,538.0,417.714,7971.0,21.0,25.571,0.54,0.069,,,1034.0,253.328,,,1645332.0,1221109.0,424223.0,37041.0,27880.0,4081657.0,73.726,354921.0,7971.0,1608291.0,1197164.0,411127.0
2021-05-27,HRV,Europe,Croatia,355296.0,375.0,372.0,7981.0,10.0,21.857,0.54,0.063,,,968.0,237.159,,,1686585.0,1240309.0,446276.0,41253.0,26688.0,4081657.0,73.726,355296.0,7981.0,1645332.0,1221109.0,424223.0
2021-05-28,HRV,Europe,Croatia,355617.0,321.0,342.857,7992.0,11.0,19.429,0.56,0.059,,,904.0,221.479,,,1722430.0,1254659.0,467771.0,35845.0,24723.0,4081657.0,73.726,355617.0,7992.0,1686585.0,1240309.0,446276.0
2021-05-29,HRV,Europe,Croatia,355955.0,338.0,317.143,8002.0,10.0,17.0,0.58,0.055,,,819.0,200.654,,,1748726.0,1270392.0,478334.0,26296.0,23919.0,4081657.0,73.726,355955.0,8002.0,1722430.0,1254659.0,467771.0
2021-05-30,HRV,Europe,Croatia,356141.0,186.0,307.857,8014.0,12.0,15.857,0.6,0.053,,,809.0,198.204,,461.657,1751087.0,1272513.0,478574.0,2361.0,24038.0,4081657.0,73.726,356141.0,8014.0,1748726.0,1270392.0,478334.0
2021-05-31,HRV,Europe,Croatia,356181.0,40.0,303.0,8026.0,12.0,13.857,0.6,0.053,,,797.0,195.264,,,1773289.0,1280300.0,492989.0,22202.0,24000.0,4081657.0,73.726,356181.0,8026.0,1751087.0,1272513.0,478574.0
2021-06-01,HRV,Europe,Croatia,356397.0,216.0,287.714,8034.0,8.0,12.0,0.59,0.052000000000000005,,,753.0,184.484,,,1803557.0,1293847.0,509710.0,30268.0,27895.0,4081657.0,73.726,356397.0,8034.0,1773289.0,1280300.0,492989.0
2021-06-02,HRV,Europe,Croatia,356829.0,432.0,272.571,8042.0,8.0,10.143,0.58,0.05,,,709.0,173.704,,,1847314.0,1312272.0,535042.0,43757.0,28855.0,4081657.0,73.726,356829.0,8042.0,1803557.0,1293847.0,509710.0
2021-06-03,HRV,Europe,Croatia,357109.0,280.0,259.0,8056.0,14.0,10.714,0.56,0.048,,,653.0,159.984,,,1855003.0,1317038.0,537965.0,7689.0,24060.0,4081657.0,73.726,357109.0,8056.0,1847314.0,1312272.0,535042.0
2021-06-04,HRV,Europe,Croatia,357197.0,88.0,225.71400000000003,8067.0,11.0,10.714,0.54,0.045,,,649.0,159.004,,,1885772.0,1329754.0,556018.0,30769.0,23335.0,4081657.0,73.726,357197.0,8067.0,1855003.0,1317038.0,537965.0
2021-06-05,HRV,Europe,Croatia,357408.0,211.0,207.571,8080.0,13.0,11.143,0.59,0.042,,,598.0,146.509,,,1902092.0,1337469.0,564623.0,16320.0,21909.0,4081657.0,73.726,357408.0,8080.0,1885772.0,1329754.0,556018.0
2021-06-06,HRV,Europe,Croatia,357565.0,157.0,203.429,8086.0,6.0,10.286,0.63,0.042,,,579.0,141.85399999999996,,269.551,1903673.0,1338154.0,565519.0,1581.0,21798.0,4081657.0,73.726,357565.0,8086.0,1902092.0,1337469.0,564623.0
2021-06-07,HRV,Europe,Croatia,357608.0,43.0,203.857,8091.0,5.0,9.286,0.64,0.042,,,596.0,146.019,,,1920656.0,1345741.0,574915.0,16983.0,21052.0,4081657.0,73.726,357608.0,8091.0,1903673.0,1338154.0,565519.0
2021-06-08,HRV,Europe,Croatia,357786.0,178.0,198.429,8096.0,5.0,8.857000000000003,0.63,0.041,,,545.0,133.524,,,1947784.0,1357103.0,590681.0,27128.0,20604.0,4081657.0,73.726,357786.0,8096.0,1920656.0,1345741.0,574915.0
2021-06-09,HRV,Europe,Croatia,358061.0,275.0,176.0,8103.0,7.0,8.714,0.61,0.036000000000000004,,,520.0,127.399,,,,,,,21146.0,4081657.0,73.726,358061.0,8103.0,1947784.0,1357103.0,590681.0
2021-06-10,HRV,Europe,Croatia,358245.0,184.0,162.286,8110.0,7.0,7.713999999999999,0.59,0.034,,,482.0,118.089,,,2042889.0,1386564.0,656325.0,,26841.0,4081657.0,73.726,358245.0,8110.0,1986929.0,1370306.0,616623.0
2021-06-11,HRV,Europe,Croatia,358379.0,134.0,168.857,8123.0,13.0,8.0,0.57,0.034,,,456.0,111.719,,,2087157.0,1401647.0,685510.0,44268.0,28769.0,4081657.0,73.726,358379.0,8123.0,2042889.0,1386564.0,656325.0
2021-06-12,HRV,Europe,Croatia,358504.0,125.0,156.571,8132.0,9.0,7.4289999999999985,0.57,0.032,,,408.0,99.959,,,,,,,30199.0,4081657.0,73.726,358504.0,8132.0,2087157.0,1401647.0,685510.0
2021-06-13,HRV,Europe,Croatia,358563.0,59.0,142.571,8132.0,0.0,6.5710000000000015,0.58,0.03,,,406.0,99.469,,206.187,2139816.0,1413933.0,725833.0,,33735.0,4081657.0,73.726,,,,,
2021-06-14,HRV,Europe,Croatia,358581.0,18.0,139.0,8152.0,20.0,8.714,0.59,0.029,,,404.0,98.979,,,2164874.0,1419924.0,744950.0,25058.0,34888.0,4081657.0,73.726,358581.0,8152.0,2139816.0,1413933.0,725833.0
2021-06-15,HRV,Europe,Croatia,358677.0,96.0,127.286,8160.0,8.0,9.143,0.57,0.027000000000000003,,,372.0,91.139,,,2196552.0,1427566.0,768986.0,31678.0,35538.0,4081657.0,73.726,358677.0,8160.0,2164874.0,1419924.0,744950.0
2021-06-16,HRV,Europe,Croatia,358823.0,146.0,108.857,8162.0,2.0,8.429,0.56,0.024,,,349.0,85.50399999999998,,,2219196.0,1428340.0,790856.0,22644.0,31980.0,4081657.0,73.726,358823.0,8162.0,2196552.0,1427566.0,768986.0
2021-06-17,HRV,Europe,Croatia,358918.0,95.0,96.143,8165.0,3.0,7.857,0.56,0.021,,,342.0,83.79,,,,,,,32275.0,4081657.0,73.726,358918.0,8165.0,2219196.0,1428340.0,790856.0
2021-06-18,HRV,Europe,Croatia,359031.0,113.0,93.143,8168.0,3.0,6.4289999999999985,0.59,0.02,,,313.0,76.685,,,2318428.0,1442925.0,875503.0,,33039.0,4081657.0,73.726,359031.0,8168.0,2272244.0,1435788.0,836456.0
2021-06-19,HRV,Europe,Croatia,359115.0,84.0,87.286,8169.0,1.0,5.2860000000000005,0.61,0.019,,,291.0,71.295,,,,,,,32209.0,4081657.0,73.726,359115.0,8169.0,2318428.0,1442925.0,875503.0
2021-06-20,HRV,Europe,Croatia,359173.0,58.0,87.14299999999999,8174.0,5.0,6.0,0.64,0.019,,,288.0,70.56,,159.92,2359472.0,1450798.0,908674.0,,31379.0,4081657.0,73.726,359173.0,8174.0,2355050.0,1449819.0,905231.0
2021-06-21,HRV,Europe,Croatia,359184.0,11.0,86.14299999999999,8182.0,8.0,4.2860000000000005,0.65,0.019,,,282.0,69.09,,,2379658.0,1455647.0,924011.0,20186.0,30683.0,4081657.0,73.726,359184.0,8182.0,2359472.0,1450798.0,908674.0
2021-06-22,HRV,Europe,Croatia,359259.0,75.0,83.14299999999999,8188.0,6.0,4.0,0.64,0.019,,,253.0,61.985,,,2389633.0,1456750.0,932833.0,9975.0,27583.0,4081657.0,73.726,359259.0,8188.0,2379658.0,1455647.0,924011.0
2021-06-23,HRV,Europe,Croatia,359302.0,43.0,68.429,8190.0,2.0,4.0,0.63,0.018000000000000002,,,251.0,61.495,,,2424695.0,1462287.0,962408.0,35062.0,29357.0,4081657.0,73.726,359302.0,8190.0,2389633.0,1456750.0,932833.0
2021-06-24,HRV,Europe,Croatia,359403.0,101.0,69.286,8192.0,2.0,3.857,0.72,0.018000000000000002,,,241.0,59.045,,,,,,,27856.0,4081657.0,73.726,359403.0,8192.0,2424695.0,1462287.0,962408.0
2021-06-25,HRV,Europe,Croatia,359521.0,118.0,70.0,8196.0,4.0,4.0,0.8,0.018000000000000002,,,209.0,51.205,,,2502912.0,1472708.0,1030204.0,,26355.0,4081657.0,73.726,359521.0,8196.0,2468051.0,1467772.0,1000279.0
2021-06-26,HRV,Europe,Croatia,359607.0,86.0,70.286,8197.0,1.0,4.0,0.82,0.019,,,208.0,50.96,,,2524626.0,1476642.0,1047984.0,21714.0,26525.0,4081657.0,73.726,359607.0,8197.0,2502912.0,1472708.0,1030204.0
2021-06-27,HRV,Europe,Croatia,359652.0,45.0,68.429,8200.0,3.0,3.714,0.85,0.019,,,196.0,48.02,,94.544,2529612.0,1478516.0,1051096.0,4986.0,24306.0,4081657.0,73.726,359652.0,8200.0,2524626.0,1476642.0,1047984.0
2021-06-28,HRV,Europe,Croatia,359666.0,14.0,68.857,8202.0,2.0,2.857,0.89,0.019,,,195.0,47.775,,,2545040.0,1482581.0,1062459.0,15428.0,23626.0,4081657.0,73.726,359666.0,8202.0,2529612.0,1478516.0,1051096.0
2021-06-29,HRV,Europe,Croatia,359736.0,70.0,68.143,8205.0,3.0,2.4290000000000003,0.92,0.018000000000000002,,,181.0,44.345,,,2573481.0,1488707.0,1084774.0,28441.0,26264.0,4081657.0,73.726,359736.0,8205.0,2545040.0,1482581.0,1062459.0
2021-06-30,HRV,Europe,Croatia,359872.0,136.0,81.429,8206.0,1.0,2.286,0.97,0.02,,,159.0,38.955,,,,,,,24099.0,4081657.0,73.726,359872.0,8206.0,2573481.0,1488707.0,1084774.0
2021-07-01,HRV,Europe,Croatia,359975.0,103.0,81.714,8209.0,3.0,2.4290000000000003,0.98,0.02,,,151.0,36.995,,,,,,,21355.0,4081657.0,73.726,359975.0,8209.0,2568877.0,1488759.0,1080118.0
2021-07-02,HRV,Europe,Croatia,360067.0,92.0,78.0,8212.0,3.0,2.286,1.0,0.019,,,139.0,34.055,,,2633195.0,1500932.0,1132263.0,,18612.0,4081657.0,73.726,360067.0,8212.0,2601390.0,1494731.0,1106659.0
2021-07-03,HRV,Europe,Croatia,360181.0,114.0,82.0,8215.0,3.0,2.571,1.02,0.02,,,131.0,32.095,,,2664327.0,1506223.0,1158104.0,31132.0,19957.0,4081657.0,73.726,360181.0,8215.0,2633195.0,1500932.0,1132263.0
2021-07-04,HRV,Europe,Croatia,360237.0,56.0,83.571,8218.0,3.0,2.571,1.01,0.02,,,141.0,34.545,,85.492,2669307.0,1508083.0,1161224.0,4980.0,19956.0,4081657.0,73.726,360237.0,8218.0,2664327.0,1506223.0,1158104.0
2021-07-05,HRV,Europe,Croatia,360246.0,9.0,82.85700000000001,8219.0,1.0,2.4290000000000003,1.02,0.02,,,140.0,34.3,,,2687515.0,1511987.0,1175528.0,18208.0,20354.0,4081657.0,73.726,360246.0,8219.0,2669307.0,1508083.0,1161224.0
2021-07-06,HRV,Europe,Croatia,360342.0,96.0,86.571,8221.0,2.0,2.286,1.04,0.021,,,132.0,32.34,,,2714126.0,1518820.0,1195306.0,26611.0,20092.0,4081657.0,73.726,360342.0,8221.0,2687515.0,1511987.0,1175528.0
2021-07-07,HRV,Europe,Croatia,360483.0,141.0,87.286,8224.0,3.0,2.571,1.05,0.022,,,122.0,29.89,,,2741251.0,1526876.0,1214375.0,27125.0,21124.0,4081657.0,73.726,360483.0,8224.0,2714126.0,1518820.0,1195306.0
2021-07-08,HRV,Europe,Croatia,360593.0,110.0,88.286,8226.0,2.0,2.4290000000000003,1.03,0.022,,,121.0,29.645,,,,,,,21938.0,4081657.0,73.726,360593.0,8226.0,2741251.0,1526876.0,1214375.0
2021-07-09,HRV,Europe,Croatia,360680.0,87.0,87.571,8226.0,0.0,2.0,1.01,0.022,,,115.0,28.175,,,2792456.0,1543689.0,1248767.0,,22752.0,4081657.0,73.726,360680.0,8226.0,2769141.0,1534856.0,1234285.0
2021-07-10,HRV,Europe,Croatia,360768.0,88.0,83.85700000000001,8227.0,1.0,1.714,1.01,0.022,,,105.0,25.725,,,2814234.0,1550632.0,1263602.0,21778.0,21415.0,4081657.0,73.726,360768.0,8227.0,2792456.0,1543689.0,1248767.0
2021-07-11,HRV,Europe,Croatia,360826.0,58.0,84.14299999999999,8227.0,0.0,1.286,1.04,0.022,,,106.0,25.97,,80.46300000000002,2817143.0,1552689.0,1264454.0,2909.0,21119.0,4081657.0,73.726,360826.0,8227.0,2814234.0,1550632.0,1263602.0
2021-07-12,HRV,Europe,Croatia,360841.0,15.0,85.0,8229.0,2.0,1.429,1.08,0.022,,,107.0,26.215,,,2833080.0,1557706.0,1275374.0,15937.0,20795.0,4081657.0,73.726,360841.0,8229.0,2817143.0,1552689.0,1264454.0
2021-07-13,HRV,Europe,Croatia,360924.0,83.0,83.14299999999999,8231.0,2.0,1.429,1.12,0.022,,,106.0,25.97,,,2848709.0,1562081.0,1286628.0,15629.0,19226.0,4081657.0,73.726,360924.0,8231.0,2833080.0,1557706.0,1275374.0
2021-07-14,HRV,Europe,Croatia,361079.0,155.0,85.14299999999999,8233.0,2.0,1.286,1.19,0.024,,,111.0,27.195,,,2870866.0,1569371.0,1301495.0,22157.0,18516.0,4081657.0,73.726,361079.0,8233.0,2848709.0,1562081.0,1286628.0
2021-07-15,HRV,Europe,Croatia,361218.0,139.0,89.286,8233.0,0.0,1.0,1.23,0.025,,,110.0,26.95,,,,,,,17394.0,4081657.0,73.726,361218.0,8233.0,2870866.0,1569371.0,1301495.0
2021-07-16,HRV,Europe,Croatia,361349.0,131.0,95.571,8234.0,1.0,1.143,1.25,0.027000000000000003,,,112.0,27.44,,,2906350.0,1584407.0,1321943.0,,16271.0,4081657.0,73.726,,,,,
2021-07-17,HRV,Europe,Croatia,361488.0,139.0,102.857,8236.0,2.0,1.286,1.25,0.028,,,130.0,31.85,,,2915530.0,1588753.0,1326777.0,9180.0,14471.0,4081657.0,73.726,361488.0,8236.0,2906350.0,1584407.0,1321943.0
2021-07-17,HRV,Europe,Croatia,361488.0,139.0,102.857,8236.0,2.0,1.286,1.25,0.028,,,130.0,31.85,,,2915530.0,1588753.0,1326777.0,9180.0,14471.0,4081657.0,73.726,361488.0,8236.0,2906350.0,1584407.0,1321943.0
2021-07-18,HRV,Europe,Croatia,361595.0,107.0,109.857,8238.0,2.0,1.571,1.26,0.03,,,121.0,29.645,,88.509,2917001.0,1589579.0,1327422.0,1471.0,14265.0,4081657.0,73.726,361595.0,8238.0,2915530.0,1588753.0,1326777.0
2021-07-19,HRV,Europe,Croatia,361613.0,18.0,110.286,8240.0,2.0,1.571,1.26,0.029,,,125.0,30.625,,,2930768.0,1593590.0,1337178.0,13767.0,13955.0,4081657.0,73.726,361613.0,8240.0,2917001.0,1589579.0,1327422.0
2021-07-20,HRV,Europe,Croatia,361759.0,146.0,119.286,8243.0,3.0,1.714,1.28,0.033,,,121.0,29.645,,,2948798.0,1599146.0,1349652.0,18030.0,14298.0,4081657.0,73.726,361759.0,8243.0,2930768.0,1593590.0,1337178.0
2021-07-21,HRV,Europe,Croatia,361950.0,191.0,124.429,8244.0,1.0,1.571,1.28,0.034,,,122.0,29.89,,,2965335.0,1604513.0,1360822.0,16537.0,13496.0,4081657.0,73.726,361950.0,8244.0,2948798.0,1599146.0,1349652.0
2021-07-22,HRV,Europe,Croatia,362129.0,179.0,130.143,8245.0,1.0,1.714,1.28,0.035,,,124.0,30.38,,,2980716.0,1610989.0,1369727.0,15381.0,13158.0,4081657.0,73.726,362129.0,8245.0,2965335.0,1604513.0,1360822.0
2021-07-23,HRV,Europe,Croatia,362305.0,176.0,136.571,8245.0,0.0,1.571,1.28,0.036000000000000004,,,128.0,31.36,,,2997335.0,1617306.0,1380029.0,16619.0,12998.0,4081657.0,73.726,362305.0,8245.0,2980716.0,1610989.0,1369727.0
2021-07-24,HRV,Europe,Croatia,362496.0,191.0,144.0,8245.0,0.0,1.286,1.26,0.036000000000000004,,,121.0,29.645,,,,,,,12502.0,4081657.0,73.726,362496.0,8245.0,2997335.0,1617306.0,1380029.0
2021-07-25,HRV,Europe,Croatia,362621.0,125.0,146.571,8245.0,0.0,1.0,1.23,0.035,,,137.0,33.565,,93.538,3008752.0,1620439.0,1388313.0,,13107.0,4081657.0,73.726,362621.0,8245.0,3005376.0,1620106.0,1385270.0
2021-07-26,HRV,Europe,Croatia,362648.0,27.0,147.857,8247.0,2.0,1.0,1.21,0.033,,,138.0,33.81,,,3018451.0,1623475.0,1394976.0,9699.0,12526.0,4081657.0,73.726,362648.0,8247.0,3008752.0,1620439.0,1388313.0
2021-07-27,HRV,Europe,Croatia,362841.0,193.0,154.571,8247.0,0.0,0.5710000000000001,1.2,0.028,,,143.0,35.035,,,3031563.0,1628084.0,1403479.0,13112.0,11824.0,4081657.0,73.726,362841.0,8247.0,3018451.0,1623475.0,1394976.0
