date,iso_code,continent,location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,reproduction_rate,positive_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_hosp_admissions,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,population,population_density,total_cases_koronavirus,total_deaths_koronavirus,total_vaccinations_koronavirus,people_vaccinated_koronavirus,people_fully_vaccinated_koronavirus
2020-12-15,HRV,Europe,Croatia,179718.0,2360.0,3552.286,2778.0,73.0,68.571,0.9,0.34600000000000003,,,2897.0,709.7610000000002,,,,,,,,4081657.0,73.726,179718.0,2778.0,0.0,0.0,0.0
2020-12-16,HRV,Europe,Croatia,183045.0,3327.0,3381.857,2870.0,92.0,71.857,0.86,0.335,,,2907.0,712.211,,,,,,,,4081657.0,73.726,183045.0,2870.0,0.0,0.0,0.0
2020-12-17,HRV,Europe,Croatia,186963.0,3918.0,3281.571,2955.0,85.0,76.429,0.84,0.324,,,2943.0,721.0310000000002,,,,,,,,4081657.0,73.726,186963.0,2955.0,0.0,0.0,0.0
2020-12-18,HRV,Europe,Croatia,190235.0,3272.0,3121.0,3023.0,68.0,77.0,0.82,0.312,,,2918.0,714.9060000000002,,,,,,,,4081657.0,73.726,190235.0,3023.0,0.0,0.0,0.0
2020-12-19,HRV,Europe,Croatia,192987.0,2752.0,2923.429,3101.0,78.0,77.0,0.8,0.306,,,2873.0,703.8810000000002,,,,,,,,4081657.0,73.726,192987.0,3101.0,0.0,0.0,0.0
2020-12-20,HRV,Europe,Croatia,194962.0,1975.0,2725.143,3177.0,76.0,76.714,0.77,0.294,,,2976.0,729.1160000000001,,2179.544,,,,,,4081657.0,73.726,194962.0,3177.0,0.0,0.0,0.0
2020-12-21,HRV,Europe,Croatia,195728.0,766.0,2624.286,3257.0,80.0,78.857,0.74,0.274,,,2956.0,724.216,,,,,,,,4081657.0,73.726,195728.0,3257.0,0.0,0.0,0.0
2020-12-22,HRV,Europe,Croatia,197323.0,1595.0,2515.0,3328.0,71.0,78.571,0.7,0.261,,,2895.0,709.2710000000002,,,,,,,,4081657.0,73.726,197323.0,3328.0,0.0,0.0,0.0
2020-12-23,HRV,Europe,Croatia,200086.0,2763.0,2434.429,3394.0,66.0,74.857,0.66,0.257,,,2843.0,696.5310000000002,,,,,,,,4081657.0,73.726,200086.0,3394.0,0.0,0.0,0.0
2020-12-24,HRV,Europe,Croatia,202319.0,2233.0,2193.714,3464.0,70.0,72.714,0.61,0.246,,,2749.0,673.5010000000002,,,,,,,,4081657.0,73.726,202319.0,3464.0,0.0,0.0,0.0
2020-12-25,HRV,Europe,Croatia,203962.0,1643.0,1961.0,3548.0,84.0,75.0,0.58,0.238,,,2662.0,652.186,,,,,,,,4081657.0,73.726,203962.0,3548.0,0.0,0.0,0.0
2020-12-26,HRV,Europe,Croatia,204312.0,350.0,1617.8570000000002,3613.0,65.0,73.143,0.55,0.221,,,2664.0,652.6759999999998,,,,,,,,4081657.0,73.726,204312.0,3613.0,0.0,0.0,0.0
2020-12-27,HRV,Europe,Croatia,204930.0,618.0,1424.0,3671.0,58.0,70.571,0.6,0.212,,,2691.0,659.291,,1694.754,,,,,,4081657.0,73.726,204930.0,3671.0,0.0,0.0,0.0
2020-12-28,HRV,Europe,Croatia,205246.0,316.0,1359.714,3739.0,68.0,68.857,0.65,0.228,,,2720.0,666.3960000000002,,,,,,,,4081657.0,73.726,205246.0,3739.0,0.0,0.0,0.0
2020-12-29,HRV,Europe,Croatia,206596.0,1350.0,1324.714,3795.0,56.0,66.714,0.69,0.232,,,2654.0,650.226,,,,,,,,4081657.0,73.726,206596.0,3795.0,0.0,0.0,0.0
2020-12-30,HRV,Europe,Croatia,208446.0,1850.0,1194.286,3860.0,65.0,66.571,0.71,0.231,,,2608.0,638.956,,,7864.0,7864.0,,,,4081657.0,73.726,208446.0,3860.0,0.0,0.0,0.0
2020-12-31,HRV,Europe,Croatia,210837.0,2391.0,1216.857,3920.0,60.0,65.143,0.72,0.235,,,2524.0,618.376,,,,,,,1105.0,4081657.0,73.726,210837.0,3920.0,0.0,0.0,0.0
2021-01-01,HRV,Europe,Croatia,212007.0,1170.0,1149.286,3961.0,41.0,59.0,0.67,0.225,,,2478.0,607.106,,,,,,,1105.0,4081657.0,73.726,212007.0,3961.0,0.0,0.0,0.0
2021-01-02,HRV,Europe,Croatia,212262.0,255.0,1135.714,4016.0,55.0,57.57100000000001,0.65,0.222,,,2437.0,597.061,,,,,,,1105.0,4081657.0,73.726,212262.0,4016.0,0.0,0.0,0.0
2021-01-03,HRV,Europe,Croatia,212958.0,696.0,1146.857,4072.0,56.0,57.286,0.69,0.212,,,2453.0,600.981,,1528.799,12285.0,12285.0,,,1105.0,4081657.0,73.726,212958.0,4072.0,0.0,0.0,0.0
2021-01-04,HRV,Europe,Croatia,213319.0,361.0,1153.286,4126.0,54.0,55.286,0.74,0.212,,,2453.0,600.981,,,,,,,1036.0,4081657.0,73.726,213319.0,4126.0,0.0,0.0,0.0
2021-01-05,HRV,Europe,Croatia,214390.0,1071.0,1113.429,4179.0,53.0,54.857,0.77,0.209,,,2390.0,585.547,,,13798.0,13798.0,,,989.0,4081657.0,73.726,214390.0,4179.0,0.0,0.0,0.0
2021-01-06,HRV,Europe,Croatia,216286.0,1896.0,1120.0,4223.0,44.0,51.857,0.77,0.192,,,2264.0,554.677,,,,,,,1334.0,4081657.0,73.726,216286.0,4223.0,0.0,0.0,0.0
2021-01-07,HRV,Europe,Croatia,216848.0,562.0,858.7139999999998,4266.0,43.0,49.429,0.73,0.16699999999999998,,,2284.0,559.577,,,20603.0,20603.0,,,1662.0,4081657.0,73.726,216848.0,4266.0,0.0,0.0,0.0
2021-01-08,HRV,Europe,Croatia,217946.0,1098.0,848.429,4304.0,38.0,49.0,0.77,0.16,,,2251.0,551.492,,,24985.0,24985.0,,4382.0,2130.0,4081657.0,73.726,217946.0,4304.0,0.0,0.0,0.0
2021-01-09,HRV,Europe,Croatia,219347.0,1401.0,1012.143,4342.0,38.0,46.57100000000001,0.81,0.161,,,2084.0,510.577,,,30000.0,30000.0,,5015.0,2689.0,4081657.0,73.726,219347.0,4342.0,0.0,0.0,0.0
2021-01-10,HRV,Europe,Croatia,219993.0,646.0,1005.0,4368.0,26.0,42.286,0.8,0.154,,,2131.0,522.092,,1209.964,,,,,2693.0,4081657.0,73.726,219993.0,4368.0,0.0,0.0,0.0
2021-01-11,HRV,Europe,Croatia,220223.0,230.0,986.286,4403.0,35.0,39.571,0.79,0.151,,,2140.0,524.297,,,,,,,2748.0,4081657.0,73.726,220223.0,4403.0,0.0,0.0,0.0
2021-01-12,HRV,Europe,Croatia,220982.0,759.0,941.714,4446.0,43.0,38.143,0.77,0.142,,,2048.0,501.757,,,,,,,2802.0,4081657.0,73.726,220982.0,4446.0,0.0,0.0,0.0
2021-01-13,HRV,Europe,Croatia,222117.0,1135.0,833.0,4472.0,26.0,35.571,0.74,0.132,,,1993.0,488.282,,,34553.0,34553.0,,,2479.0,4081657.0,73.726,222117.0,4472.0,0.0,0.0,0.0
2021-01-14,HRV,Europe,Croatia,223097.0,980.0,892.7139999999998,4517.0,45.0,35.857,0.73,0.132,,,1921.0,470.642,,,38000.0,38000.0,,3447.0,2485.0,4081657.0,73.726,223097.0,4517.0,0.0,0.0,0.0
2021-01-15,HRV,Europe,Croatia,223812.0,715.0,838.0,4550.0,33.0,35.143,0.72,0.128,,,1855.0,454.472,,,41532.0,41532.0,,3532.0,2364.0,4081657.0,73.726,223812.0,4550.0,0.0,0.0,0.0
2021-01-16,HRV,Europe,Croatia,224575.0,763.0,746.857,4588.0,38.0,35.143,0.73,0.121,,,1760.0,431.197,,,45906.0,45906.0,,4374.0,2272.0,4081657.0,73.726,224575.0,4588.0,0.0,0.0,0.0
2021-01-17,HRV,Europe,Croatia,224954.0,379.0,708.7139999999998,4616.0,28.0,35.429,0.74,0.122,,,1761.0,431.442,,977.627,,,,,2510.0,4081657.0,73.726,224954.0,4616.0,0.0,0.0,0.0
2021-01-18,HRV,Europe,Croatia,225128.0,174.0,700.7139999999998,4655.0,39.0,36.0,0.75,0.123,,,1742.0,426.787,,,,,,,2747.0,4081657.0,73.726,225128.0,4655.0,0.0,0.0,0.0
2021-01-19,HRV,Europe,Croatia,225648.0,520.0,666.571,4684.0,29.0,34.0,0.75,0.119,,,1713.0,419.682,,,54304.0,54304.0,,,2984.0,4081657.0,73.726,225648.0,4684.0,0.0,0.0,0.0
2021-01-20,HRV,Europe,Croatia,226550.0,902.0,633.286,4711.0,27.0,34.143,0.75,0.115,,,1603.0,392.733,,,,,,,3329.0,4081657.0,73.726,226550.0,4711.0,0.0,0.0,0.0
2021-01-21,HRV,Europe,Croatia,227326.0,776.0,604.143,4738.0,27.0,31.571,0.77,0.113,,,1562.0,382.6880000000001,,,,,,,3343.0,4081657.0,73.726,227326.0,4738.0,0.0,0.0,0.0
2021-01-22,HRV,Europe,Croatia,227969.0,643.0,593.857,4770.0,32.0,31.429,0.77,0.113,,,1518.0,371.908,,,64951.0,,,,3346.0,4081657.0,73.726,227969.0,4770.0,0.0,0.0,0.0
2021-01-23,HRV,Europe,Croatia,228568.0,599.0,570.429,4799.0,29.0,30.143,0.78,0.111,,,1468.0,359.658,,,,,,,2960.0,4081657.0,73.726,228568.0,4799.0,0.0,0.0,0.0
2021-01-24,HRV,Europe,Croatia,228920.0,352.0,566.571,4827.0,28.0,30.143,0.8,0.112,,,1474.0,361.128,,824.747,,,,,2800.0,4081657.0,73.726,228920.0,4827.0,0.0,0.0,0.0
2021-01-25,HRV,Europe,Croatia,229054.0,134.0,560.857,4859.0,32.0,29.143,0.81,0.11,,,1485.0,363.823,,,69984.0,58077.0,11907.0,,2640.0,4081657.0,73.726,229054.0,4859.0,0.0,0.0,0.0
2021-01-26,HRV,Europe,Croatia,229502.0,448.0,550.571,4882.0,23.0,28.286,0.82,0.109,,,1491.0,365.293,,,,,,,2598.0,4081657.0,73.726,229502.0,4882.0,0.0,0.0,0.0
2021-01-27,HRV,Europe,Croatia,230359.0,857.0,544.143,4913.0,31.0,28.857,0.83,0.107,,,1381.0,338.343,,,,,,,2448.0,4081657.0,73.726,230359.0,4913.0,0.0,0.0,0.0
2021-01-28,HRV,Europe,Croatia,230978.0,619.0,521.714,4943.0,30.0,29.286,0.83,0.102,,,1326.0,324.868,,,,,,,2299.0,4081657.0,73.726,230978.0,4943.0,0.0,0.0,0.0
2021-01-29,HRV,Europe,Croatia,231539.0,561.0,510.0,4972.0,29.0,28.857,0.83,0.099,,,1286.0,315.068,,,80000.0,,,,2150.0,4081657.0,73.726,231539.0,4972.0,0.0,0.0,0.0
2021-01-30,HRV,Europe,Croatia,232090.0,551.0,503.143,4998.0,26.0,28.429,0.84,0.097,,,1249.0,306.003,,,,,,,2097.0,4081657.0,73.726,232090.0,4998.0,0.0,0.0,0.0
2021-01-31,HRV,Europe,Croatia,232426.0,336.0,500.857,5027.0,29.0,28.571,0.84,0.095,,,1275.0,312.373,,719.1389999999999,,,,,2045.0,4081657.0,73.726,232426.0,5027.0,0.0,0.0,0.0
2021-02-01,HRV,Europe,Croatia,232520.0,94.0,495.143,5054.0,27.0,27.857,0.85,0.095,,,1288.0,315.558,,,83928.0,58829.0,25099.0,,1992.0,4081657.0,73.726,232520.0,5054.0,0.0,0.0,0.0
2021-02-02,HRV,Europe,Croatia,232907.0,387.0,486.429,5071.0,17.0,27.0,0.85,0.093,,,1258.0,308.208,,,,,,,1920.0,4081657.0,73.726,232907.0,5071.0,0.0,0.0,0.0
2021-02-03,HRV,Europe,Croatia,233637.0,730.0,468.286,5088.0,17.0,25.0,0.84,0.09,,,1222.0,299.388,,,87929.0,59064.0,28865.0,,1848.0,4081657.0,73.726,233637.0,5088.0,0.0,0.0,0.0
2021-02-04,HRV,Europe,Croatia,234153.0,516.0,453.571,5106.0,18.0,23.286,0.84,0.08800000000000001,,,1196.0,293.018,,,95505.0,59593.0,35912.0,7576.0,2573.0,4081657.0,73.726,234153.0,5106.0,0.0,0.0,0.0
2021-02-05,HRV,Europe,Croatia,234702.0,549.0,451.857,5122.0,16.0,21.429,0.84,0.086,,,1203.0,294.733,,,,,,,2406.0,4081657.0,73.726,234702.0,5122.0,0.0,0.0,0.0
2021-02-06,HRV,Europe,Croatia,235126.0,424.0,433.714,5144.0,22.0,20.857,0.83,0.084,,,1143.0,280.033,,,,,,,2411.0,4081657.0,73.726,235126.0,5144.0,0.0,0.0,0.0
2021-02-07,HRV,Europe,Croatia,235402.0,276.0,425.143,5169.0,25.0,20.286,0.82,0.084,,,1142.0,279.788,,649.74,,,,,2415.0,4081657.0,73.726,235402.0,5169.0,0.0,0.0,0.0
2021-02-08,HRV,Europe,Croatia,235473.0,71.0,421.857,5198.0,29.0,20.571,0.82,0.078,,,1137.0,278.563,,,,,,,2420.0,4081657.0,73.726,235473.0,5198.0,0.0,0.0,0.0
2021-02-09,HRV,Europe,Croatia,235756.0,283.0,407.0,5224.0,26.0,21.857,0.8,0.075,,,1082.0,265.088,,,102207.0,61241.0,41966.0,,2326.0,4081657.0,73.726,235756.0,5224.0,0.0,0.0,0.0
2021-02-10,HRV,Europe,Croatia,236333.0,577.0,385.143,5238.0,14.0,21.429,0.79,0.071,,,1055.0,258.473,,,,,,,2794.0,4081657.0,73.726,236333.0,5238.0,0.0,0.0,0.0
2021-02-11,HRV,Europe,Croatia,236709.0,376.0,365.143,5263.0,25.0,22.429,0.79,0.066,,,1029.0,252.103,,,112774.0,64775.0,47969.0,,2467.0,4081657.0,73.726,236709.0,5263.0,0.0,0.0,0.0
2021-02-12,HRV,Europe,Croatia,237080.0,371.0,339.714,5282.0,19.0,22.857,0.8,0.063,,,1007.0,246.71400000000003,,,,,,,2555.0,4081657.0,73.726,237080.0,5282.0,0.0,0.0,0.0
2021-02-13,HRV,Europe,Croatia,237459.0,379.0,333.286,5299.0,17.0,22.143,0.83,0.06,,,955.0,233.974,,,,,,,2643.0,4081657.0,73.726,237459.0,5299.0,0.0,0.0,0.0
2021-02-14,HRV,Europe,Croatia,237657.0,198.0,322.143,5318.0,19.0,21.286,0.85,0.057,,,943.0,231.034,,469.703,,,,,2731.0,4081657.0,73.726,237657.0,5318.0,0.0,0.0,0.0
2021-02-15,HRV,Europe,Croatia,237725.0,68.0,321.714,5339.0,21.0,20.143,0.88,0.06,,,951.0,232.99400000000003,,,120603.0,67825.0,52778.0,,2819.0,4081657.0,73.726,237725.0,5339.0,0.0,0.0,0.0
2021-02-16,HRV,Europe,Croatia,237999.0,274.0,320.4290000000001,5357.0,18.0,19.0,0.89,0.06,,,927.0,227.114,,,,,,,3657.0,4081657.0,73.726,237999.0,5357.0,0.0,0.0,0.0
2021-02-17,HRV,Europe,Croatia,238501.0,502.0,309.714,5375.0,18.0,19.571,0.9,0.057,,,884.0,216.579,,,,,,,3932.0,4081657.0,73.726,238501.0,5375.0,0.0,0.0,0.0
2021-02-18,HRV,Europe,Croatia,238866.0,365.0,308.143,5399.0,24.0,19.429,0.93,0.057,,,829.0,203.104,,,142222.0,87169.0,55053.0,,4207.0,4081657.0,73.726,238866.0,5399.0,0.0,0.0,0.0
2021-02-19,HRV,Europe,Croatia,239254.0,388.0,310.571,5407.0,8.0,17.857,0.98,0.058,,,798.0,195.509,,,,,,,4782.0,4081657.0,73.726,239254.0,5407.0,0.0,0.0,0.0
2021-02-20,HRV,Europe,Croatia,239685.0,431.0,318.0,5420.0,13.0,17.285999999999998,1.02,0.059,,,782.0,191.58900000000003,,,,,,,5356.0,4081657.0,73.726,239685.0,5420.0,0.0,0.0,0.0
2021-02-21,HRV,Europe,Croatia,239945.0,260.0,326.857,5429.0,9.0,15.857,1.06,0.06,,,789.0,193.304,,468.698,,,,,5931.0,4081657.0,73.726,239945.0,5429.0,0.0,0.0,0.0
2021-02-22,HRV,Europe,Croatia,240017.0,72.0,327.4290000000001,5449.0,20.0,15.714,1.09,0.06,,,792.0,194.039,,,166146.0,108311.0,57835.0,,6506.0,4081657.0,73.726,240017.0,5449.0,0.0,0.0,0.0
2021-02-23,HRV,Europe,Croatia,240360.0,343.0,337.286,5462.0,13.0,15.0,1.14,0.061,,,786.0,192.569,,,,,,,6757.0,4081657.0,73.726,240360.0,5462.0,0.0,0.0,0.0
2021-02-24,HRV,Europe,Croatia,241048.0,688.0,363.857,5477.0,15.0,14.571,1.17,0.065,,,791.0,193.794,,,184076.0,125771.0,58305.0,,7009.0,4081657.0,73.726,241048.0,5477.0,0.0,0.0,0.0
2021-02-25,HRV,Europe,Croatia,241592.0,544.0,389.429,5489.0,12.0,12.857,1.18,0.069,,,790.0,193.549,,,194267.0,135756.0,58511.0,10191.0,7435.0,4081657.0,73.726,241592.0,5489.0,0.0,0.0,0.0
2021-02-26,HRV,Europe,Croatia,242097.0,505.0,406.143,5503.0,14.0,13.714,1.17,0.07200000000000001,,,780.0,191.099,,,,,,,7252.0,4081657.0,73.726,242097.0,5503.0,0.0,0.0,0.0
2021-02-27,HRV,Europe,Croatia,242617.0,520.0,418.857,5511.0,8.0,13.0,1.17,0.07400000000000001,,,760.0,186.199,,,,,,,7069.0,4081657.0,73.726,242617.0,5511.0,0.0,0.0,0.0
2021-02-28,HRV,Europe,Croatia,242973.0,356.0,432.571,5526.0,15.0,13.857,1.17,0.075,,,762.0,186.689,,466.686,,,,,6886.0,4081657.0,73.726,242973.0,5526.0,0.0,0.0,0.0
2021-03-01,HRV,Europe,Croatia,243064.0,91.0,435.286,5537.0,11.0,12.571,1.17,0.076,,,791.0,193.794,,,213068.0,153085.0,59983.0,,6703.0,4081657.0,73.726,243064.0,5537.0,0.0,0.0,0.0
2021-03-02,HRV,Europe,Croatia,243458.0,394.0,442.571,5548.0,11.0,12.286,1.18,0.076,,,770.0,188.649,,,,,,,6800.0,4081657.0,73.726,243458.0,5548.0,0.0,0.0,0.0
2021-03-03,HRV,Europe,Croatia,244205.0,747.0,451.0,5555.0,7.0,11.143,1.19,0.079,,,758.0,185.709,,,,,,,6897.0,4081657.0,73.726,244205.0,5555.0,0.0,0.0,0.0
2021-03-04,HRV,Europe,Croatia,244872.0,667.0,468.571,5564.0,9.0,10.714,1.2,0.081,,,740.0,181.299,,,242000.0,182000.0,60000.0,,6819.0,4081657.0,73.726,244872.0,5564.0,0.0,0.0,0.0
2021-03-05,HRV,Europe,Croatia,245462.0,590.0,480.714,5570.0,6.0,9.571,1.2,0.08199999999999999,,,744.0,182.279,,,,,,,6977.0,4081657.0,73.726,245462.0,5570.0,0.0,0.0,0.0
2021-03-06,HRV,Europe,Croatia,246120.0,658.0,500.429,5585.0,15.0,10.571,1.2,0.086,,,738.0,180.80900000000003,,,,,,,7135.0,4081657.0,73.726,246120.0,5585.0,0.0,0.0,0.0
2021-03-07,HRV,Europe,Croatia,246514.0,394.0,505.857,5590.0,5.0,9.143,1.2,0.086,,,767.0,187.914,,520.999,,,,,7293.0,4081657.0,73.726,246514.0,5590.0,0.0,0.0,0.0
2021-03-08,HRV,Europe,Croatia,246608.0,94.0,506.286,5609.0,19.0,10.286,1.21,0.079,,,805.0,197.224,,,265223.0,202167.0,63056.0,,7451.0,4081657.0,73.726,246608.0,5609.0,0.0,0.0,0.0
2021-03-09,HRV,Europe,Croatia,247099.0,491.0,520.143,5621.0,12.0,10.429,1.23,0.083,,,785.0,192.324,,,,,,,7349.0,4081657.0,73.726,247099.0,5621.0,0.0,0.0,0.0
2021-03-10,HRV,Europe,Croatia,248061.0,962.0,550.857,5625.0,4.0,10.0,1.26,0.09,,,807.0,197.71400000000003,,,,,,,7248.0,4081657.0,73.726,248061.0,5625.0,0.0,0.0,0.0
2021-03-11,HRV,Europe,Croatia,248838.0,777.0,566.571,5635.0,10.0,10.143,1.27,0.095,,,811.0,198.694,,,,,,,7146.0,4081657.0,73.726,248838.0,5635.0,0.0,0.0,0.0
2021-03-12,HRV,Europe,Croatia,249661.0,823.0,599.857,5647.0,12.0,11.0,1.28,0.099,,,811.0,198.694,,,300956.0,233423.0,67533.0,,7593.0,4081657.0,73.726,249661.0,5647.0,0.0,0.0,0.0
2021-03-13,HRV,Europe,Croatia,250484.0,823.0,623.429,5670.0,23.0,12.143,1.29,0.105,,,805.0,197.224,,,,,,,8072.0,4081657.0,73.726,250484.0,5670.0,0.0,0.0,0.0
2021-03-14,HRV,Europe,Croatia,251045.0,561.0,647.286,5677.0,7.0,12.429,1.29,0.112,,,855.0,209.474,,609.508,,,,,8551.0,4081657.0,73.726,251045.0,5677.0,0.0,0.0,0.0
2021-03-15,HRV,Europe,Croatia,251174.0,129.0,652.286,5685.0,8.0,10.857,1.31,0.116,,,874.0,214.129,,,,,,,9031.0,4081657.0,73.726,251174.0,5685.0,0.0,0.0,0.0
2021-03-16,HRV,Europe,Croatia,251865.0,691.0,680.857,5697.0,12.0,10.857,1.36,0.117,,,858.0,210.209,,,,,,,9063.0,4081657.0,73.726,251865.0,5697.0,0.0,0.0,0.0
2021-03-17,HRV,Europe,Croatia,253310.0,1445.0,749.857,5709.0,12.0,12.0,1.4,0.124,,,889.0,217.804,,,,,,,9096.0,4081657.0,73.726,253310.0,5709.0,0.0,0.0,0.0
2021-03-18,HRV,Europe,Croatia,254507.0,1197.0,809.857,5726.0,17.0,13.0,1.38,0.13,,,894.0,219.029,,,,,,,9128.0,4081657.0,73.726,254507.0,5726.0,0.0,0.0,0.0
2021-03-19,HRV,Europe,Croatia,255619.0,1112.0,851.143,5743.0,17.0,13.714,1.36,0.132,,,918.0,224.909,,,365082.0,288622.0,76460.0,,9161.0,4081657.0,73.726,255619.0,5743.0,0.0,0.0,0.0
2021-03-20,HRV,Europe,Croatia,256805.0,1186.0,903.0,5753.0,10.0,11.857,1.35,0.139,,,931.0,228.094,,,,,,,9070.0,4081657.0,73.726,256805.0,5753.0,0.0,0.0,0.0
2021-03-21,HRV,Europe,Croatia,257639.0,834.0,942.0,5773.0,20.0,13.714,1.34,0.14400000000000002,,,982.0,240.58900000000003,,713.1039999999998,,,,,8979.0,4081657.0,73.726,257639.0,5773.0,0.0,0.0,0.0
2021-03-22,HRV,Europe,Croatia,257789.0,150.0,945.0,5786.0,13.0,14.429,1.34,0.14300000000000002,,,1033.0,253.083,,,390657.0,311448.0,79209.0,,8888.0,4081657.0,73.726,257789.0,5786.0,0.0,0.0,0.0
2021-03-23,HRV,Europe,Croatia,258745.0,956.0,982.857,5808.0,22.0,15.857,1.38,0.146,,,1029.0,252.103,,,,,,,8511.0,4081657.0,73.726,258745.0,5808.0,0.0,0.0,0.0
2021-03-24,HRV,Europe,Croatia,260636.0,1891.0,1046.571,5828.0,20.0,17.0,1.41,0.151,,,1038.0,254.308,,,,,,,8134.0,4081657.0,73.726,260636.0,5828.0,0.0,0.0,0.0
2021-03-25,HRV,Europe,Croatia,262309.0,1673.0,1114.571,5838.0,10.0,16.0,1.42,0.158,,,1071.0,262.393,,,,,,,7757.0,4081657.0,73.726,262309.0,5838.0,0.0,0.0,0.0
2021-03-26,HRV,Europe,Croatia,264111.0,1802.0,1213.143,5854.0,16.0,15.857,1.42,0.17,,,1107.0,271.213,,,416745.0,335916.0,80829.0,,7380.0,4081657.0,73.726,264111.0,5854.0,0.0,0.0,0.0
2021-03-27,HRV,Europe,Croatia,265901.0,1790.0,1299.429,5872.0,18.0,17.0,1.4,0.172,,,1148.0,281.258,,,,,,,7138.0,4081657.0,73.726,265901.0,5872.0,0.0,0.0,0.0
2021-03-28,HRV,Europe,Croatia,267222.0,1321.0,1369.0,5893.0,21.0,17.143,1.38,0.174,,,1201.0,294.243,,941.418,430396.0,348648.0,81748.0,,6895.0,4081657.0,73.726,267222.0,5893.0,0.0,0.0,0.0
2021-03-29,HRV,Europe,Croatia,267522.0,300.0,1390.429,5911.0,18.0,17.857,1.36,0.185,,,1247.0,305.513,,,,,,,7872.0,4081657.0,73.726,267522.0,5911.0,0.0,0.0,0.0
2021-03-30,HRV,Europe,Croatia,269009.0,1487.0,1466.286,5928.0,17.0,17.143,1.36,0.193,,,1289.0,315.803,,,,,,,9136.0,4081657.0,73.726,269009.0,5928.0,0.0,0.0,0.0
2021-03-31,HRV,Europe,Croatia,271632.0,2623.0,1570.8570000000002,5947.0,19.0,17.0,1.35,0.2,,,1337.0,327.563,,,476499.0,385724.0,89313.0,,10400.0,4081657.0,73.726,271632.0,5947.0,0.0,0.0,0.0
2021-04-01,HRV,Europe,Croatia,274054.0,2422.0,1677.8570000000002,5967.0,20.0,18.429,1.32,0.21,,,1390.0,340.548,,,498417.0,404518.0,92380.0,21918.0,12599.0,4081657.0,73.726,274054.0,5967.0,0.0,0.0,0.0
2021-04-02,HRV,Europe,Croatia,276416.0,2362.0,1757.8570000000002,5996.0,29.0,20.286,1.28,0.217,,,1464.0,358.67800000000005,,,517112.0,419431.0,96047.0,18695.0,14338.0,4081657.0,73.726,276416.0,5996.0,0.0,0.0,0.0
2021-04-03,HRV,Europe,Croatia,278650.0,2234.0,1821.286,6025.0,29.0,21.857,1.22,0.228,,,1469.0,359.903,,,,,,,13882.0,4081657.0,73.726,278650.0,6025.0,0.0,0.0,0.0
2021-04-04,HRV,Europe,Croatia,280026.0,1376.0,1829.143,6058.0,33.0,23.571,1.16,0.232,,,1511.0,370.193,,1262.265,524371.0,426037.0,98334.0,,13425.0,4081657.0,73.726,280026.0,6058.0,0.0,0.0,0.0
2021-04-05,HRV,Europe,Croatia,280164.0,138.0,1806.0,6083.0,25.0,24.571,1.1,0.236,,,1616.0,395.918,,,,,,,11376.0,4081657.0,73.726,280164.0,6083.0,0.0,0.0,0.0
2021-04-06,HRV,Europe,Croatia,280899.0,735.0,1698.571,6113.0,30.0,26.429,1.07,0.234,,,1713.0,419.682,,,526414.0,427387.0,99027.0,,9326.0,4081657.0,73.726,280899.0,6113.0,0.0,0.0,0.0
2021-04-07,HRV,Europe,Croatia,282548.0,1649.0,1559.429,6149.0,36.0,28.857,1.1,0.22,,,1750.0,428.747,,,533409.0,432601.0,100808.0,6995.0,8130.0,4081657.0,73.726,282548.0,6149.0,0.0,0.0,0.0
2021-04-08,HRV,Europe,Croatia,285765.0,3217.0,1673.0,6185.0,36.0,31.143,1.22,0.228,,,1756.0,430.217,,,543436.0,440890.0,102546.0,10027.0,6431.0,4081657.0,73.726,285765.0,6185.0,0.0,0.0,0.0
2021-04-09,HRV,Europe,Croatia,288364.0,2599.0,1706.8570000000002,6235.0,50.0,34.143,1.24,0.231,,,1768.0,433.157,,,565785.0,458762.0,107023.0,22349.0,6953.0,4081657.0,73.726,288364.0,6235.0,0.0,0.0,0.0
2021-04-10,HRV,Europe,Croatia,290899.0,2535.0,1749.8570000000002,6269.0,34.0,34.857,1.23,0.226,,,1796.0,440.017,,,583931.0,473522.0,110409.0,18146.0,9027.0,4081657.0,73.726,290899.0,6269.0,0.0,0.0,0.0
2021-04-11,HRV,Europe,Croatia,292516.0,1617.0,1784.286,6308.0,39.0,35.714,1.21,0.221,,,1870.0,458.147,,1523.77,588183.0,477617.0,110566.0,4252.0,9116.0,4081657.0,73.726,292516.0,6308.0,0.0,0.0,0.0
2021-04-12,HRV,Europe,Croatia,292938.0,422.0,1824.857,6333.0,25.0,35.714,1.19,0.218,,,1953.0,478.482,,,595369.0,483825.0,111544.0,7186.0,9997.0,4081657.0,73.726,292938.0,6333.0,0.0,0.0,0.0
2021-04-13,HRV,Europe,Croatia,294874.0,1936.0,1996.429,6358.0,25.0,35.0,1.19,0.223,,,1948.0,477.257,,,605423.0,491601.0,113822.0,10054.0,11287.0,4081657.0,73.726,294874.0,6358.0,0.0,0.0,0.0
