date,iso_code,continent,location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,reproduction_rate,positive_rate,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_hosp_admissions,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,population,population_density,total_vaccinations_interpolated,people_vaccinated_interpolated,people_fully_vaccinated_interpolated,new_cases_smoothed_normalized,total_deaths_normalized,total_cases_normalized,people_vaccinated_interpolated_normalized,people_fully_vaccinated_interpolated_normalized
2020-09-05,HRV,Europe,Croatia,11739.0,311.0,268.286,197.0,2.0,2.0,1.03,0.085,285.0,69.825,,,,,,,,4081657.0,73.726,,,,0.04850884108693033,0.019728233517866133,0.021741626936056874,,
2020-09-06,HRV,Europe,Croatia,11964.0,225.0,263.0,198.0,1.0,2.0,1.01,0.07400000000000001,296.0,72.52,,235.355,,,,,,4081657.0,73.726,,,,0.04755256874722535,0.019828887770508306,0.022158381584260384,,
2020-09-07,HRV,Europe,Croatia,12081.0,117.0,258.857,201.0,3.0,2.1430000000000002,1.01,0.073,307.0,75.215,,,,,,,,4081657.0,73.726,,,,0.046803072662587104,0.02013085052843483,0.022375094001326208,,
2020-09-08,HRV,Europe,Croatia,12285.0,204.0,267.286,203.0,2.0,2.286,0.98,0.073,303.0,74.235,,,,,,,,4081657.0,73.726,,,,0.04832793447707316,0.020332159033719176,0.022752951549030724,,
2020-09-09,HRV,Europe,Croatia,12626.0,341.0,271.57099999999997,206.0,3.0,2.1430000000000002,0.95,0.07400000000000001,299.0,73.255,,,,,,,,4081657.0,73.726,,,,0.04910311930031112,0.0206341217916457,0.023384566371419155,,
2020-09-10,HRV,Europe,Croatia,12917.0,291.0,260.42900000000003,208.0,2.0,2.0,0.89,0.07200000000000001,320.0,78.4,,,,,,,,4081657.0,73.726,,,,0.047087457853282576,0.02083543029693005,0.02392356904976236,,
2020-09-11,HRV,Europe,Croatia,13107.0,190.0,239.857,211.0,3.0,2.286,0.85,0.062,327.0,80.115,,,,,,,,4081657.0,73.726,,,,0.04336584707530093,0.02113739305485657,0.024275495197134213,,
2020-09-12,HRV,Europe,Croatia,13368.0,261.0,232.71400000000003,218.0,7.0,3.0,0.86,0.057,313.0,76.685,,,,,,,,4081657.0,73.726,,,,0.04207363116109119,0.021841972823351787,0.024758930589050283,,
2020-09-13,HRV,Europe,Croatia,13533.0,165.0,224.143,224.0,6.0,3.714,0.87,0.051,309.0,75.705,,220.268,,,,,,4081657.0,73.726,,,,0.040523080608005406,0.022445898339204833,0.025064550664399523,,
2020-09-14,HRV,Europe,Croatia,13598.0,65.0,216.71400000000003,227.0,3.0,3.714,0.89,0.048,310.0,75.95,,,,,,,,4081657.0,73.726,,,,0.039179125403376515,0.022747861097131356,0.025184946451658315,,
2020-09-15,HRV,Europe,Croatia,13749.0,151.0,209.143,230.0,3.0,3.8569999999999998,0.9,0.044000000000000004,299.0,73.255,,,,,,,,4081657.0,73.726,,,,0.037809481460147905,0.02304982385505788,0.025464635126674892,,
2020-09-16,HRV,Europe,Croatia,14029.0,280.0,200.429,236.0,6.0,4.2860000000000005,0.91,0.039,293.0,71.785,,,,,,,,4081657.0,73.726,,,,0.03623306126185255,0.02365374937091092,0.02598326313332815,,
2020-09-17,HRV,Europe,Croatia,14279.0,250.0,194.571,238.0,2.0,4.2860000000000005,0.89,0.036000000000000004,300.0,73.5,,,,,,,,4081657.0,73.726,,,,0.035173310341309265,0.02385505787619527,0.026446323853554273,,
2020-09-18,HRV,Europe,Croatia,14513.0,234.0,200.857,244.0,6.0,4.7139999999999995,0.89,0.037000000000000005,280.0,68.6,,,,,,,,4081657.0,73.726,,,,0.03631048929087142,0.024458983392048318,0.02687974868768592,,
2020-09-19,HRV,Europe,Croatia,14725.0,212.0,193.857,244.0,0.0,3.714,0.9,0.036000000000000004,288.0,70.56,,,,,,,,4081657.0,73.726,,,,0.03504414302187125,0.024458983392048318,0.027272424178437674,,
2020-09-20,HRV,Europe,Croatia,14922.0,197.0,198.429,248.0,4.0,3.429,0.92,0.038,281.0,68.845,,171.99,,,,,,4081657.0,73.726,,,,0.03587124804213822,0.024861600402617014,0.027637316025975855,,
2020-09-21,HRV,Europe,Croatia,14992.0,70.0,199.143,253.0,5.0,3.714,0.93,0.038,297.0,72.765,,,,,,,,4081657.0,73.726,,,,0.036000415361576235,0.025364871665827883,0.027766973027639173,,
2020-09-22,HRV,Europe,Croatia,15136.0,144.0,198.143,255.0,2.0,3.571,0.92,0.038,278.0,68.11,,,,,,,,4081657.0,73.726,,,,0.03581950875171906,0.025566180171112233,0.02803369600248942,,
2020-09-23,HRV,Europe,Croatia,15340.0,204.0,187.28599999999997,257.0,2.0,3.0,0.91,0.036000000000000004,278.0,68.11,,,,,,,,4081657.0,73.726,,,,0.0338554056884998,0.02576748867639658,0.02841155355019393,,
2020-09-24,HRV,Europe,Croatia,15572.0,232.0,184.71400000000003,261.0,4.0,3.286,0.91,0.036000000000000004,266.0,65.17,,,,,,,,4081657.0,73.726,,,,0.03339011388794717,0.026170105686965275,0.028841273898563773,,
2020-09-25,HRV,Europe,Croatia,15795.0,223.0,183.143,266.0,5.0,3.1430000000000002,0.93,0.036000000000000004,273.0,66.885,,,,,,,,4081657.0,73.726,,,,0.03310590960386156,0.026673376950176148,0.029254324061005473,,
2020-09-26,HRV,Europe,Croatia,16007.0,212.0,183.143,269.0,3.0,3.571,0.95,0.037000000000000005,271.0,66.395,,,,,,,,4081657.0,73.726,,,,0.03310590960386156,0.02697533970810267,0.029646999551757227,,
2020-09-27,HRV,Europe,Croatia,16197.0,190.0,182.143,272.0,3.0,3.429,0.98,0.037000000000000005,280.0,68.6,,206.187,,,,,,4081657.0,73.726,,,,0.032925002994004395,0.02727730246602919,0.029998925699129077,,
2020-09-28,HRV,Europe,Croatia,16245.0,48.0,179.0,272.0,0.0,2.714,1.0,0.037000000000000005,291.0,71.295,,,,,,,,4081657.0,73.726,,,,0.03235641351922332,0.02727730246602919,0.030087833357412493,,
2020-09-29,HRV,Europe,Croatia,16380.0,135.0,177.71400000000003,275.0,3.0,2.8569999999999998,1.03,0.037000000000000005,274.0,67.13,,,,,,,,4081657.0,73.726,,,,0.032123767618947,0.027579265223955714,0.0303378861463346,,
2020-09-30,HRV,Europe,Croatia,16593.0,213.0,179.0,280.0,5.0,3.286,1.07,0.038,288.0,70.56,,,,,,,,4081657.0,73.726,,,,0.03235641351922332,0.028082536487166587,0.030732413879967255,,
2020-10-01,HRV,Europe,Croatia,16827.0,234.0,179.28599999999997,284.0,4.0,3.286,1.12,0.038,297.0,72.765,,,,,,,,4081657.0,73.726,,,,0.03240815280964246,0.028485153497735283,0.031165838714098906,,
2020-10-02,HRV,Europe,Croatia,17160.0,333.0,195.0,291.0,7.0,3.571,1.2,0.042,286.0,70.07,,,,,,,,4081657.0,73.726,,,,0.03525091927693799,0.029189733266230502,0.0317826355934401,,
2020-10-03,HRV,Europe,Croatia,17401.0,241.0,199.143,293.0,2.0,3.429,1.24,0.043,289.0,70.805,,,,,,,,4081657.0,73.726,,,,0.036000415361576235,0.029391041771514848,0.03222902612773808,,
2020-10-04,HRV,Europe,Croatia,17659.0,258.0,208.857,298.0,5.0,3.714,1.3,0.044000000000000004,296.0,72.52,,233.343,,,,,,4081657.0,73.726,,,,0.03775774216972875,0.02989431303472572,0.03270690479101144,,
2020-10-05,HRV,Europe,Croatia,17797.0,138.0,221.71400000000003,300.0,2.0,4.0,1.37,0.048,326.0,79.87,,,,,,,,4081657.0,73.726,,,,0.04008365845266235,0.030095621540010067,0.03296251430857625,,
2020-10-06,HRV,Europe,Croatia,18084.0,287.0,243.429,304.0,4.0,4.143,1.43,0.052000000000000005,334.0,81.83,,,,,,,,4081657.0,73.726,,,,0.04401204548571073,0.030498238550578764,0.033494108015395846,,
2020-10-07,HRV,Europe,Croatia,18447.0,363.0,264.857,309.0,5.0,4.143,1.46,0.059000000000000004,344.0,84.279,,,,,,,,4081657.0,73.726,,,,0.04788851232173011,0.031001509813789636,0.03416647218116417,,
2020-10-08,HRV,Europe,Croatia,18989.0,542.0,308.857,310.0,1.0,3.714,1.51,0.067,361.0,88.444,,,,,,,,4081657.0,73.726,,,,0.05584840315544546,0.03110216406643181,0.035170387822614405,,
2020-10-09,HRV,Europe,Croatia,19446.0,457.0,326.57099999999997,313.0,3.0,3.1430000000000002,1.49,0.07200000000000001,385.0,94.324,,,,,,,,4081657.0,73.726,,,,0.059052982842455304,0.03140412682435833,0.036016862819187756,,
2020-10-10,HRV,Europe,Croatia,19932.0,486.0,361.57099999999997,317.0,4.0,3.429,1.5,0.079,382.0,93.589,,,,,,,,4081657.0,73.726,,,,0.06538471418745614,0.03180674383492702,0.03691705285930733,,
2020-10-11,HRV,Europe,Croatia,20440.0,508.0,397.286,324.0,7.0,3.714,1.52,0.086,384.0,94.079,,340.962,,,,,,4081657.0,73.726,,,,0.07184579375850488,0.032511323603422244,0.037857992242806816,,
2020-10-12,HRV,Europe,Croatia,20621.0,181.0,403.42900000000003,327.0,3.0,3.8569999999999998,1.53,0.087,404.0,98.979,,,,,,,,4081657.0,73.726,,,,0.07295710306285745,0.03281328636134877,0.038193248204250525,,
2020-10-13,HRV,Europe,Croatia,20993.0,372.0,415.57099999999997,330.0,3.0,3.714,1.57,0.08800000000000001,424.0,103.87899999999999,,,,,,,,4081657.0,73.726,,,,0.07515367111974317,0.03311524911927529,0.038882282555946994,,
2020-10-14,HRV,Europe,Croatia,21741.0,748.0,470.57099999999997,334.0,4.0,3.571,1.65,0.09699999999999999,441.0,108.044,,,,,,,,4081657.0,73.726,,,,0.08510353466188736,0.03351786612984398,0.04026776023086355,,
2020-10-15,HRV,Europe,Croatia,22534.0,793.0,506.42900000000003,344.0,10.0,4.857,1.69,0.102,439.0,107.554,,,,,,,,4081657.0,73.726,,,,0.09159048387814565,0.03452440865626573,0.041736588835420814,,
2020-10-16,HRV,Europe,Croatia,23665.0,1131.0,602.714,345.0,1.0,4.571000000000001,1.73,0.11699999999999999,505.0,123.72399999999999,,,,,,,,4081657.0,73.726,,,,0.10900907680824298,0.0346250629089079,0.04383147553372379,,
2020-10-17,HRV,Europe,Croatia,24761.0,1096.0,689.857,355.0,10.0,5.428999999999999,1.71,0.125,530.0,129.849,,,,,,,,4081657.0,73.726,,,,0.12477382151102608,0.035631605435329644,0.04586153373119511,,
2020-10-18,HRV,Europe,Croatia,25580.0,819.0,734.2860000000001,363.0,8.0,5.571000000000001,1.65,0.134,548.0,134.259,,526.028,,,,,,4081657.0,73.726,,,,0.13281132128037018,0.036436839456467036,0.04737852065065588,,
2020-10-19,HRV,Europe,Croatia,25973.0,393.0,764.571,374.0,11.0,6.7139999999999995,1.65,0.135,571.0,139.894,,,,,,,,4081657.0,73.726,,,,0.13829007795989448,0.03754403623553095,0.048106452102851346,,
2020-10-20,HRV,Europe,Croatia,26863.0,890.0,838.571,382.0,8.0,7.428999999999999,1.68,0.146,574.0,140.629,,,,,,,,4081657.0,73.726,,,,0.15167716708932483,0.038349270256668344,0.049754948266856336,,
2020-10-21,HRV,Europe,Croatia,28287.0,1424.0,935.143,393.0,11.0,8.429,1.71,0.156,622.0,152.389,,,,,,,,4081657.0,73.726,,,,0.16914768021645116,0.03945646703573226,0.05239254212926433,,
2020-10-22,HRV,Europe,Croatia,29850.0,1563.0,1045.143,406.0,13.0,8.857000000000001,1.73,0.17300000000000001,661.0,161.944,,,,,,,,4081657.0,73.726,,,,0.18904740730073955,0.04076497232008052,0.05528759775211804,,
2020-10-23,HRV,Europe,Croatia,31717.0,1867.0,1150.286,413.0,7.0,9.714,1.75,0.183,716.0,175.419,,,,,,,,4081657.0,73.726,,,,0.20806847098095166,0.041469552088575744,0.05874573521076672,,
2020-10-24,HRV,Europe,Croatia,33959.0,2242.0,1314.0,429.0,16.0,10.571,1.75,0.204,731.0,179.09400000000002,,,,,,,,4081657.0,73.726,,,,0.23768541570710788,0.04308002013085053,0.06289846374975458,,
2020-10-25,HRV,Europe,Croatia,36380.0,2421.0,1542.8570000000002,437.0,8.0,10.571,1.71,0.222,825.0,202.12400000000002,,825.753,,,,,,4081657.0,73.726,,,,0.27908715971918957,0.04388525415198792,0.06738274376442434,,
2020-10-26,HRV,Europe,Croatia,37208.0,828.0,1605.0,452.0,15.0,11.142999999999999,1.6,0.23,864.0,211.679,,,,,,,,4081657.0,73.726,,,,0.2903292391755435,0.045395067941620536,0.06891640086981325,,
2020-10-27,HRV,Europe,Croatia,38621.0,1413.0,1679.714,470.0,18.0,12.571,1.54,0.23,897.0,219.764,,,,,,,,4081657.0,73.726,,,,0.3038454956244119,0.04720684448917967,0.0715336200605313,,
2020-10-28,HRV,Europe,Croatia,40999.0,2378.0,1816.0,493.0,23.0,14.286,1.5,0.247,932.0,228.33900000000003,,,,,,,,4081657.0,73.726,,,,0.32850053385540573,0.049521892299949674,0.07593825363132217,,
2020-10-29,HRV,Europe,Croatia,43775.0,2776.0,1989.286,511.0,18.0,15.0,1.46,0.256,985.0,241.324,,,,,,,,4081657.0,73.726,,,,0.3598491166511148,0.051333668847508805,0.08108007986871303,,
2020-10-30,HRV,Europe,Croatia,46547.0,2772.0,2118.571,531.0,20.0,16.857,1.41,0.263,1027.0,251.613,,,,,,,,4081657.0,73.726,,,,0.3832376277064986,0.05334675390035229,0.08621449713458026,,
2020-10-31,HRV,Europe,Croatia,49316.0,2769.0,2193.857,546.0,15.0,16.714000000000002,1.35,0.27,1049.0,257.003,,,,,,,,4081657.0,73.726,,,,0.39685736273620525,0.054856567689984904,0.09134335767180479,,
2020-11-01,HRV,Europe,Croatia,51495.0,2179.0,2159.286,562.0,16.0,17.857,1.29,0.268,1097.0,268.763,,1090.275,,,,,,4081657.0,73.726,,,,0.3906032403268332,0.05646703573225969,0.09537939490929567,,
2020-11-02,HRV,Europe,Croatia,52660.0,1165.0,2207.429,594.0,32.0,20.285999999999998,1.25,0.268,1127.0,276.113,,,,,,,,4081657.0,73.726,,,,0.3993126272451868,0.05968797181680926,0.0975372578655494,,
2020-11-03,HRV,Europe,Croatia,54087.0,1427.0,2209.429,628.0,34.0,22.570999999999998,1.2,0.27399999999999997,1192.0,292.038,,,,,,,,4081657.0,73.726,,,,0.3996744404649011,0.06311021640664319,0.1001804084566001,,
2020-11-04,HRV,Europe,Croatia,56567.0,2480.0,2224.0,654.0,26.0,23.0,1.17,0.273,1221.0,299.143,,,,,,,,4081657.0,73.726,,,,0.40231043067712985,0.06572722697533971,0.10477397080124323,,
2020-11-05,HRV,Europe,Croatia,59415.0,2848.0,2234.286,683.0,29.0,24.570999999999998,1.16,0.278,1278.0,313.108,,,,,,,,4081657.0,73.726,,,,0.4041712360661207,0.06864620030196276,0.1100491585260592,,
2020-11-06,HRV,Europe,Croatia,62305.0,2890.0,2251.143,717.0,34.0,26.570999999999998,1.15,0.28,1307.0,320.21299999999997,,,,,,,,4081657.0,73.726,,,,0.40722077878848295,0.07206844489179667,0.11540214045187318,,
2020-11-07,HRV,Europe,Croatia,64704.0,2399.0,2198.286,752.0,35.0,29.429000000000002,1.14,0.27399999999999997,1330.0,325.848,,,,,,,,4081657.0,73.726,,,,0.3976585981112627,0.07559134373427277,0.11984567112316304,,
2020-11-08,HRV,Europe,Croatia,67247.0,2543.0,2250.286,794.0,42.0,33.143,1.15,0.27699999999999997,1396.0,342.01800000000003,,1307.525,,,,,,4081657.0,73.726,,,,0.40706574182383537,0.0798188223452441,0.12455592476930315,,
2020-11-09,HRV,Europe,Croatia,68776.0,1529.0,2302.286,832.0,38.0,34.0,1.14,0.28,1451.0,355.49300000000005,,,,,,,,4081657.0,73.726,,,,0.41647288553640804,0.08364368394564671,0.12738800413420612,,
2020-11-10,HRV,Europe,Croatia,70243.0,1467.0,2308.0,865.0,33.0,33.857,1.1,0.27699999999999997,1513.0,370.68300000000005,,,,,,,,4081657.0,73.726,,,,0.4175065859051319,0.08696527428283846,0.13010524444049298,,
2020-11-11,HRV,Europe,Croatia,72840.0,2597.0,2324.714,893.0,28.0,34.143,1.09,0.27699999999999997,1545.0,378.523,,,,,,,,4081657.0,73.726,,,,0.4205302589822846,0.08978359335681933,0.13491551920220196,,
2020-11-12,HRV,Europe,Croatia,75922.0,3082.0,2358.143,925.0,32.0,34.571,1.09,0.275,1598.0,391.50800000000004,,,,,,,,4081657.0,73.726,,,,0.42657778604319985,0.0930045294413689,0.14062413176114957,,
2020-11-13,HRV,Europe,Croatia,78978.0,3056.0,2381.857,968.0,43.0,35.857,1.1,0.27699999999999997,1620.0,396.898,,,,,,,,4081657.0,73.726,,,,0.43086780538935265,0.09733266230498239,0.1462845860051937,,
2020-11-14,HRV,Europe,Croatia,81844.0,2866.0,2448.571,1006.0,38.0,36.286,1.1,0.28,1655.0,405.473,,,,,,,,4081657.0,73.726,,,,0.4429368089593637,0.101157523905385,0.15159311410186596,,
2020-11-15,HRV,Europe,Croatia,84206.0,2362.0,2422.714,1049.0,43.0,36.429,1.11,0.28,1710.0,418.94800000000004,,1523.77,,,,,,4081657.0,73.726,,,,0.43825910674828694,0.10548565676899849,0.15596811178656236,,
2020-11-16,HRV,Europe,Croatia,85519.0,1313.0,2391.857,1082.0,33.0,35.714,1.11,0.28,1816.0,444.917,,,,,,,,4081657.0,73.726,,,,0.43267687148792433,0.10880724710619025,0.15840010668918994,,
2020-11-17,HRV,Europe,Croatia,87464.0,1945.0,2460.143,1113.0,31.0,35.429,1.12,0.29100000000000004,1827.0,447.61199999999997,,,,,,,,4081657.0,73.726,,,,0.44503026024863085,0.11192752893809764,0.16200271909254918,,
2020-11-18,HRV,Europe,Croatia,90715.0,3251.0,2553.571,1151.0,38.0,36.857,1.12,0.305,1878.0,460.10699999999997,,,,,,,,4081657.0,73.726,,,,0.46193200299436626,0.11575239053850025,0.16802436069836965,,
2020-11-19,HRV,Europe,Croatia,93879.0,3164.0,2565.286,1200.0,49.0,39.286,1.11,0.314,1944.0,476.277,,,,,,,,4081657.0,73.726,,,,0.46405132392884296,0.12068444891796679,0.17388485717355145,,
2020-11-20,HRV,Europe,Croatia,96837.0,2958.0,2551.286,1257.0,57.0,41.286,1.13,0.318,1992.0,488.037,,,,,,,,4081657.0,73.726,,,,0.46151863139084265,0.12642174131857073,0.17936379161526694,,
2020-11-21,HRV,Europe,Croatia,100410.0,3573.0,2652.2859999999996,1304.0,47.0,42.571000000000005,1.17,0.32899999999999996,1981.0,485.342,,,,,,,,4081657.0,73.726,,,,0.47979019898641645,0.1311524911927529,0.18598185542873866,,
2020-11-22,HRV,Europe,Croatia,103718.0,3308.0,2787.429,1353.0,49.0,43.428999999999995,1.19,0.34,2031.0,497.592,,1616.3029999999999,,,,,,4081657.0,73.726,,,,0.5042384609623436,0.13608454957221944,0.1921090748787707,,
2020-11-23,HRV,Europe,Croatia,105691.0,1973.0,2881.7140000000004,1398.0,45.0,45.143,1.18,0.344,2060.0,504.69699999999995,,,,,,,,4081657.0,73.726,,,,0.5212952406727267,0.1406139909411173,0.19576355008279525,,
2020-11-24,HRV,Europe,Croatia,108014.0,2323.0,2935.7140000000004,1445.0,47.0,47.428999999999995,1.16,0.34,2093.0,512.7819999999999,,,,,,,,4081657.0,73.726,,,,0.5310641976050137,0.14534474081529947,0.20006631029513638,,
2020-11-25,HRV,Europe,Croatia,111617.0,3603.0,2986.0,1501.0,56.0,50.0,1.14,0.34,2136.0,523.317,,,,,,,,4081657.0,73.726,,,,0.5401612673882912,0.15098137896326122,0.20673994139503526,,
2020-11-26,HRV,Europe,Croatia,115626.0,4009.0,3106.7140000000004,1552.0,51.0,50.286,1.14,0.33899999999999997,2171.0,531.8919999999999,,,,,,,,4081657.0,73.726,,,,0.5619992278905892,0.1561147458480121,0.21416558310458134,,
2020-11-27,HRV,Europe,Croatia,119706.0,4080.0,3267.0,1600.0,48.0,49.0,1.14,0.342,2240.0,548.797,,,,,,,,4081657.0,73.726,,,,0.590996024758155,0.16094614997483644,0.22172273405867166,,
2020-11-28,HRV,Europe,Croatia,123693.0,3987.0,3326.143,1655.0,55.0,50.143,1.13,0.341,2221.0,544.1419999999999,,,,,,,,4081657.0,73.726,,,,0.6016953843849375,0.16648213387015603,0.22910762642483784,,
2020-11-29,HRV,Europe,Croatia,126612.0,2919.0,3270.571,1712.0,57.0,51.286,1.12,0.34,2273.0,556.882,,1813.4370000000001,,,,,,4081657.0,73.726,,,,0.5916420422619549,0.17221942627075995,0.23451432339419803,,
2020-11-30,HRV,Europe,Croatia,128442.0,1830.0,3250.143,1786.0,74.0,55.428999999999995,1.11,0.34299999999999997,2358.0,577.707,,,,,,,,4081657.0,73.726,,,,0.5879464820357928,0.17966784096628086,0.23790392786625325,,
2020-12-01,HRV,Europe,Croatia,131342.0,2900.0,3332.571,1861.0,75.0,59.428999999999995,1.09,0.348,2351.0,575.992,,,,,,,,4081657.0,73.726,,,,0.6028582520730993,0.1872169099144439,0.24327543222087628,,
2020-12-02,HRV,Europe,Croatia,134881.0,3539.0,3323.429,1916.0,55.0,59.286,1.07,0.348,2408.0,589.956,,,,,,,,4081657.0,73.726,,,,0.6012044038457851,0.1927528938097635,0.24983051977639725,,
2020-12-03,HRV,Europe,Croatia,139415.0,4534.0,3398.429,1964.0,48.0,58.857,1.07,0.358,2501.0,612.741,,,,,,,,4081657.0,73.726,,,,0.6147723995850727,0.19758429793658785,0.2582285889984182,,
2020-12-04,HRV,Europe,Croatia,143370.0,3955.0,3380.571,2032.0,68.0,61.714,1.07,0.358,2527.0,619.111,,,,,,,,4081657.0,73.726,,,,0.6115417693462434,0.20442878711625567,0.26555420959239545,,
2020-12-05,HRV,Europe,Croatia,147454.0,4084.0,3394.429,2102.0,70.0,63.857,1.07,0.363,2514.0,615.9259999999999,,,,,,,,4081657.0,73.726,,,,0.614048773145644,0.21147458480120787,0.2731187695180094,,
2020-12-06,HRV,Europe,Croatia,150353.0,2899.0,3391.571,2174.0,72.0,66.0,1.07,0.35700000000000004,2543.0,623.031,,2204.689,,,,,,4081657.0,73.726,,,,0.6135317420546722,0.21872169099144442,0.27848842162975146,,
2020-12-07,HRV,Europe,Croatia,152239.0,1886.0,3399.571,2233.0,59.0,63.857,1.07,0.35600000000000004,2629.0,644.101,,,,,,,,4081657.0,73.726,,,,0.6149789949335295,0.2246602918973327,0.28198175170313733,,
2020-12-08,HRV,Europe,Croatia,154852.0,2613.0,3358.571,2298.0,65.0,62.428999999999995,1.06,0.35600000000000004,2660.0,651.696,,,,,,,,4081657.0,73.726,,,,0.6075618239293857,0.231202818319074,0.28682166235094075,,
2020-12-09,HRV,Europe,Croatia,159372.0,4520.0,3498.7140000000004,2367.0,69.0,64.429,1.06,0.35700000000000004,2703.0,662.2310000000001,,,,,,,,4081657.0,73.726,,,,0.6329146189545988,0.23814796175138403,0.29519380017262903,,
2020-12-10,HRV,Europe,Croatia,163992.0,4620.0,3511.0,2420.0,53.0,65.143,1.05,0.354,2754.0,674.7260000000001,,,,,,,,4081657.0,73.726,,,,0.6351372375633038,0.24348263714141924,0.3037511622824078,,
2020-12-11,HRV,Europe,Croatia,168388.0,4396.0,3574.0,2484.0,64.0,64.571,1.04,0.355,2802.0,686.4860000000001,,,,,,,,4081657.0,73.726,,,,0.6465343539843054,0.2499245093105184,0.31189362198686393,,
2020-12-12,HRV,Europe,Croatia,172523.0,4135.0,3581.2859999999996,2562.0,78.0,65.714,1.02,0.353,2792.0,684.0360000000001,,,,,,,,4081657.0,73.726,,,,0.6478524395437246,0.257775541016608,0.31955264629940394,,
2020-12-13,HRV,Europe,Croatia,175886.0,3363.0,3647.571,2640.0,78.0,66.571,0.99,0.358,2864.0,701.676,,2347.511,,,,,,4081657.0,73.726,,,,0.659843834178107,0.2656265727226976,0.32578173910788577,,
2020-12-14,HRV,Europe,Croatia,177358.0,1472.0,3588.429,2705.0,65.0,67.429,0.95,0.35,2857.0,699.961,,,,,,,,4081657.0,73.726,,,,0.6491446554579344,0.2721690991444389,0.32850824062857714,,
2020-12-15,HRV,Europe,Croatia,179718.0,2360.0,3552.2859999999996,2778.0,73.0,68.571,0.9,0.34600000000000003,2897.0,709.7610000000001,,,,,,,,4081657.0,73.726,,,,0.6426061478578667,0.2795168595873176,0.33287953382751173,,
2020-12-16,HRV,Europe,Croatia,183045.0,3327.0,3381.857,2870.0,92.0,71.857,0.86,0.335,2907.0,712.211,,,,,,,,4081657.0,73.726,,,,0.6117744152465197,0.2887770508303976,0.339041945892281,,
2020-12-17,HRV,Europe,Croatia,186963.0,3918.0,3281.571,2955.0,85.0,76.429,0.84,0.324,2943.0,721.0310000000001,,,,,,,,4081657.0,73.726,,,,0.5936320149703839,0.2973326623049824,0.34629903349966473,,
2020-12-18,HRV,Europe,Croatia,190235.0,3272.0,3121.0,3023.0,68.0,77.0,0.82,0.312,2918.0,714.9060000000001,,,,,,,,4081657.0,73.726,,,,0.5645836597190087,0.30417715148465024,0.35235957220598424,,
2020-12-19,HRV,Europe,Croatia,192987.0,2752.0,2923.429,3101.0,78.0,77.0,0.8,0.306,2873.0,703.8810000000001,,,,,,,,4081657.0,73.726,,,,0.5288417599029184,0.3120281831907398,0.3574569446142334,,
2020-12-20,HRV,Europe,Croatia,194962.0,1975.0,2725.143,3177.0,76.0,76.714,0.77,0.294,2976.0,729.1160000000001,,2179.544,,,,,,4081657.0,73.726,,,,0.4929705118607801,0.3196779063915451,0.36111512430401976,,
2020-12-21,HRV,Europe,Croatia,195728.0,766.0,2624.2859999999996,3257.0,80.0,78.857,0.74,0.27399999999999997,2956.0,724.216,,,,,,,,4081657.0,73.726,,,,0.47472481391041577,0.327730246602919,0.3625339423507926,,
2020-12-22,HRV,Europe,Croatia,197323.0,1595.0,2515.0,3328.0,71.0,78.571,0.7,0.261,2895.0,709.2710000000001,,,,,,,,4081657.0,73.726,,,,0.45495425414556545,0.3348766985405134,0.36548826974583526,,
2020-12-23,HRV,Europe,Croatia,200086.0,2763.0,2434.429,3394.0,66.0,74.857,0.66,0.257,2843.0,696.5310000000001,,,,,,,,4081657.0,73.726,,,,0.4403784276827637,0.34151987921489685,0.3706060168257743,,
2020-12-24,HRV,Europe,Croatia,202319.0,2233.0,2193.714,3464.0,70.0,72.714,0.61,0.24600000000000002,2749.0,673.5010000000001,,,,,,,,4081657.0,73.726,,,,0.3968314930909957,0.3485656768998491,0.37474207517883407,,
2020-12-25,HRV,Europe,Croatia,203962.0,1643.0,1961.0,3548.0,84.0,75.0,0.58,0.23800000000000002,2662.0,652.186,,,,,,,,4081657.0,73.726,,,,0.35473199228469493,0.3570206341217917,0.37778531023216017,,
2020-12-26,HRV,Europe,Croatia,204312.0,350.0,1617.8570000000002,3613.0,65.0,73.143,0.55,0.221,2664.0,652.6759999999999,,,,,,,,4081657.0,73.726,,,,0.29265515545847715,0.363563160543533,0.3784335952404767,,
2020-12-27,HRV,Europe,Croatia,204930.0,618.0,1424.0,3671.0,58.0,70.571,0.6,0.212,2691.0,659.291,,1694.754,,,,,,4081657.0,73.726,,,,0.25758514279139627,0.3694011071967791,0.3795782813408757,,
2020-12-28,HRV,Europe,Croatia,205246.0,316.0,1359.714,3739.0,68.0,68.857,0.65,0.228,2720.0,666.3960000000001,,,,,,,,4081657.0,73.726,,,,0.24595538047011842,0.37624559637644694,0.3801635900912415,,
2020-12-29,HRV,Europe,Croatia,206596.0,1350.0,1324.714,3795.0,56.0,66.714,0.69,0.23199999999999998,2654.0,650.226,,,,,,,,4081657.0,73.726,,,,0.23962364912511758,0.38188223452440867,0.38266411798046257,,
