date,iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,reproduction_rate,positive_rate,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_hosp_admissions,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,population,population_density,gdp_per_capita,extreme_poverty,life_expectancy,human_development_index,new_cases_smoothed_per_million,new_deaths_smoothed_per_million,icu_patients_per_million,hosp_patients_per_million,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,median_age,excess_mortality,total_vaccinations_interpolated,people_vaccinated_interpolated,people_fully_vaccinated_interpolated,new_cases_smoothed_normalized,new_deaths_smoothed_normalized,total_deaths_normalized,total_cases_normalized,people_vaccinated_interpolated_normalized,people_fully_vaccinated_interpolated_normalized,hosp_patients_normalized,new_cases_smoothed_standardized,new_deaths_smoothed_standardized,people_vaccinated_interpolated_standardized,people_fully_vaccinated_interpolated_standardized,hosp_patients_standardized
2021-10-09,HRV,Europe,Croatia,2021-10-09,416950.0,1594.0,1313.571,8763.0,11.0,14.143,1.07,0.15,814.0,199.429,,,3486177.0,1852552.0,,,5581.0,4081657.0,73.726,22669.797,0.7,78.49,0.851,321.823,3.465,,199.429,,1367.0,40.74,44.0,,3486177.0,1852552.0,1633879.1176470588,0.22811231504067794,0.2322819148025809,0.7805591677503251,0.5918709189257877,0.8835543499135778,0.8677359927493359,0.2987779182469448,0.23903537123837892,-0.3333928774698033,1.0681843817340753,1.0520472316052358,-0.24879654370526325
2021-10-10,HRV,Europe,Croatia,2021-10-10,417858.0,908.0,1308.429,8772.0,9.0,13.429,1.08,0.143,839.0,205.554,,623.589,3486793.0,1852899.0,1633894.0,616.0,5239.0,4081657.0,73.726,22669.797,0.7,78.49,0.851,320.563,3.29,,205.554,40.03,1284.0,40.74,44.0,,3486793.0,1852899.0,1633894.0,0.22717050746614204,0.22006195553577845,0.7820221066319896,0.5944932031432756,0.8837209525638563,0.867743954632998,0.30931310577328275,0.23449361342842284,-0.3798243849178516,1.068672804340584,1.0520683306925653,-0.21149984791217694
2021-10-11,HRV,Europe,Croatia,2021-10-11,418028.0,170.0,1301.429,8778.0,6.0,13.286,1.09,0.149,866.0,212.169,,,3491225.0,1855439.0,1737752.0,4432.0,5442.0,4081657.0,73.726,22669.797,0.7,78.49,0.851,318.848,3.255,,212.169,42.57,1333.0,40.74,44.0,,3491225.0,1855439.0,1737752.0,0.22588838902550576,0.21761454072464015,0.782997399219766,0.5949841594395012,0.8849404647589783,0.9233067622512304,0.32069110830172776,0.22831074593139955,-0.38912369243195655,1.0722480015179106,1.1993104382090913,-0.1712194164556437
2021-10-12,HRV,Europe,Croatia,2021-10-12,419035.0,1007.0,1291.857,8802.0,24.0,14.0,1.09,0.148,870.0,213.149,,,3496972.0,1858610.0,1741129.0,5747.0,5181.0,4081657.0,73.726,22669.797,0.7,78.49,0.851,316.503,3.43,,213.149,42.66,1269.0,40.74,44.0,,3496972.0,1858610.0,1741129.0,0.22413518363782425,0.2298344999914426,0.7868985695708711,0.5978923535000852,0.8864629345112348,0.9251134175048148,0.3223767383059418,0.21985611626261276,-0.3426921849839082,1.0767113677577933,1.204098096329634,-0.16525194512874988
2021-10-13,HRV,Europe,Croatia,2021-10-13,421057.0,2022.0,1305.714,8829.0,27.0,15.286,1.11,0.151,855.0,209.474,,,3503116.0,1861783.0,1744717.0,6144.0,5025.0,4081657.0,73.726,22669.797,0.7,78.49,0.851,319.898,3.745,,209.474,42.75,1231.0,40.74,44.0,,3503116.0,1861783.0,1744717.0,0.22667322867095235,0.25184411850279825,0.7912873862158648,0.6037318454469579,0.8879863645093143,0.9270329552749839,0.31605562579013907,0.23209554410636296,-0.25906344747944027,1.0811775491135638,1.2091848944748833,-0.18762996260460169
2021-10-14,HRV,Europe,Croatia,2021-10-14,422908.0,1851.0,1320.429,8847.0,18.0,16.714,1.14,0.155,869.0,212.904,,,3510623.0,1865665.0,1749058.0,7507.0,4952.0,4081657.0,73.726,22669.797,0.7,78.49,0.851,323.503,4.095,,212.904,42.85,1213.0,40.74,44.0,,3510623.0,1865665.0,1749058.0,0.22936842479294706,0.27628403703640314,0.7942132639791938,0.609077493119392,0.8898502016516228,0.929355339182538,0.3219553308048883,0.24509281485189133,-0.16620043258334372,1.0866416890515092,1.2153392397225218,-0.16674381296047333
2021-10-15,HRV,Europe,Croatia,2021-10-15,424666.0,1758.0,1330.0,8862.0,15.0,15.714,1.17,0.158,873.0,213.884,,,3516613.0,1868374.0,1752644.0,5990.0,5078.0,4081657.0,73.726,22669.797,0.7,78.49,0.851,325.848,3.85,,213.884,42.94,1244.0,40.74,44.0,,3516613.0,1868374.0,1752644.0,0.2311214470208513,0.2591692481473241,0.7966514954486345,0.6141545588180083,0.8911508546187823,0.9312738069762465,0.32364096080910243,0.25354656125389263,-0.23123055505960174,1.0904547635213426,1.2204232024172998,-0.16077634163357954
2021-10-16,HRV,Europe,Croatia,2021-10-16,426613.0,1947.0,1380.429,8877.0,15.0,16.286,1.22,0.171,871.0,213.394,,,3520008.0,1870176.0,1754676.0,3395.0,4833.0,4081657.0,73.726,22669.797,0.7,78.49,0.851,338.203,3.99,,213.394,42.99,1184.0,40.74,44.0,,3520008.0,1870176.0,1754676.0,0.2403580114269722,0.26895890739187733,0.7990897269180753,0.6197774523988991,0.8920160361052428,0.9323609030601326,0.32279814580699534,0.29808882196923375,-0.19403332500318202,1.0929911829361232,1.2233040200959917,-0.16376007729702644
2021-10-17,HRV,Europe,Croatia,2021-10-17,427914.0,1301.0,1436.571,8896.0,19.0,17.714,1.27,0.185,903.0,221.234,,658.792,3520417.0,1870455.0,1754919.0,409.0,4803.0,4081657.0,73.726,22669.797,0.7,78.49,0.851,351.958,4.34,,221.234,43.0,1177.0,40.74,44.0,,3520417.0,1870455.0,1754919.0,0.25064096764042954,0.2933988259254822,0.8021781534460338,0.6235347120541322,0.8921499903975417,0.9324909052000856,0.336283185840708,0.3476771858289309,-0.10117031010708558,1.0933838916024516,1.223648527328237,-0.11602030668187595
2021-10-18,HRV,Europe,Croatia,2021-10-18,428233.0,319.0,1457.857,8907.0,11.0,18.429,1.32,0.176,945.0,231.524,,,3524319.0,1872076.0,1757089.0,3902.0,4728.0,4081657.0,73.726,22669.797,0.7,78.49,0.851,357.173,4.515,,231.524,43.05,1158.0,40.74,44.0,,3524319.0,1872076.0,1757089.0,0.25453970665862724,0.30563589998117374,0.8039661898569571,0.6244559771041086,0.892928269637027,0.9336518296597475,0.35398230088495575,0.36647840262059345,-0.05467377253656101,1.095665543029399,1.2267249910894382,-0.05336185774949092
2021-10-19,HRV,Europe,Croatia,2021-10-19,429974.0,1741.0,1562.714,8928.0,21.0,18.0,1.39,0.19,947.0,232.014,,,3530290.0,1875073.0,1760158.0,5971.0,4760.0,4081657.0,73.726,22669.797,0.7,78.49,0.851,382.863,4.41,,232.014,43.12,1166.0,37.96,44.0,,3530290.0,1875073.0,1760158.0,0.2737452914200268,0.29829365554775883,0.8073797139141742,0.6294839471731025,0.8943671980026886,0.9352937085384121,0.3548251158870628,0.45909510792564634,-0.08257169507887566,1.0998839941870553,1.2310759898374233,-0.05037812208604402
2021-10-20,HRV,Europe,Croatia,2021-10-20,433136.0,3162.0,1725.571,8951.0,23.0,17.429,1.44,0.206,939.0,230.054,,,3537299.0,1877622.0,1763617.0,7009.0,4883.0,4081657.0,73.726,22669.797,0.7,78.49,0.851,422.762,4.27,,230.054,43.21,1196.0,37.96,44.0,,3537299.0,1877622.0,1763617.0,0.303574143260984,0.28852111109209466,0.8111183355006503,0.6386157342829005,0.8955910313040137,0.9371442328268778,0.35145385587863465,0.6029412867774636,-0.11970389501281915,1.1034718593858763,1.2359799014272832,-0.062313064739831635
2021-10-21,HRV,Europe,Croatia,2021-10-21,436189.0,3053.0,1897.286,8968.0,17.0,17.286,1.46,0.222,975.0,238.874,,,3545766.0,1881702.0,1767965.0,8467.0,5020.0,4081657.0,73.726,22669.797,0.7,78.49,0.851,464.832,4.235,,238.874,43.31,1230.0,37.96,44.0,,3545766.0,1881702.0,1767965.0,0.3350254244086779,0.2860736962809564,0.8138816644993497,0.6474327317674716,0.8975499327827923,0.9394703616520436,0.3666245259165613,0.7546114428133713,-0.12900320252692388,1.1092146957967,1.2421441707515706,-0.008605822797787332
2021-10-22,HRV,Europe,Croatia,2021-10-22,439447.0,3258.0,2111.571,8985.0,17.0,17.571,1.47,0.241,997.0,244.264,,,3554203.0,1885279.0,1772187.0,8437.0,5370.0,4081657.0,73.726,22669.797,0.7,78.49,0.851,517.332,4.305,,244.264,43.42,1316.0,37.96,44.0,,3554203.0,1885279.0,1772187.0,0.3742738172732125,0.2909514111143439,0.8166449934980494,0.6568417647857264,0.8992673324371039,0.9417290819601968,0.37589549093973873,0.9438822658990332,-0.1104696176211903,1.1142495305617774,1.2481298066961755,0.024215269500128634
2021-10-23,HRV,Europe,Croatia,2021-10-23,443032.0,3585.0,2345.571,9010.0,25.0,19.0,1.46,0.251,1033.0,253.083,,,3557853.0,1886923.0,1774037.0,3650.0,5406.0,4081657.0,73.726,22669.797,0.7,78.49,0.851,574.662,4.655,,253.083,43.46,1324.0,37.96,44.0,,3557853.0,1886923.0,1774037.0,0.41713320514591057,0.3154084444368379,0.8207087126137841,0.6671951666796626,0.9000566545035529,0.9427188101861759,0.3910661609776654,1.1505666936566687,-0.017541572602617517,1.1165635558214329,1.2507525983819925,0.07792251144217294
2021-10-24,HRV,Europe,Croatia,2021-10-24,445325.0,2293.0,2487.286,9038.0,28.0,20.286,1.45,0.271,1091.0,267.293,,815.695,3558842.0,1887251.0,1774513.0,989.0,5489.0,4081657.0,73.726,22669.797,0.7,78.49,0.851,609.381,4.97,,267.293,43.48,1345.0,37.96,44.0,,3558842.0,1887251.0,1774513.0,0.44308969297659184,0.33741806294819354,0.8252600780234071,0.6738173007222833,0.9002141348185134,0.9429734645837791,0.4155077960387695,1.2757388461339052,0.06608716490185054,1.1170252348270087,1.251427435594127,0.1644508456821332
2021-10-25,HRV,Europe,Croatia,2021-10-25,446005.0,680.0,2538.857,9060.0,22.0,21.857,1.44,0.281,1159.0,283.953,,,3566066.0,1889710.0,1777373.0,7224.0,5964.0,4081657.0,73.726,22669.797,0.7,78.49,0.851,622.016,5.355,,283.953,43.55,1461.0,37.96,44.0,,3566066.0,1889710.0,1777373.0,0.45253542584831374,0.36430539629293673,0.8288361508452536,0.6757811259071861,0.9013947570578067,0.9445035309223196,0.4441635061104088,1.3212897975180462,0.16824948731205194,1.120486419810885,1.2554821297678764,0.265897858239328
2021-10-26,HRV,Europe,Croatia,2021-10-26,449365.0,3360.0,2770.143,9090.0,30.0,23.143,1.45,0.292,1170.0,286.648,,,3575459.0,1894067.0,1781470.0,9393.0,6453.0,4081657.0,73.726,22669.797,0.7,78.49,0.851,678.681,5.67,,286.648,43.65,1581.0,37.96,44.0,,3575459.0,1894067.0,1781470.0,0.49489771808559935,0.3863150148042924,0.8337126137841352,0.6854847327031764,0.9034866525830612,0.9466953777016905,0.44879898862199746,1.5255770392204073,0.25187822481652,1.1266191497721494,1.261290550058034,0.28230840438828597
2021-10-27,HRV,Europe,Croatia,2021-10-27,453936.0,4571.0,2971.429,9116.0,26.0,23.571,1.4,0.307,1207.0,295.713,,,,,,,7175.0,4081657.0,73.726,22669.797,0.7,78.49,0.851,727.996,5.775,,295.713,,1758.0,37.96,44.0,,3587522.5,1899031.0,1786263.0,0.5317652170058725,0.39364014444881823,0.8379388816644994,0.6986856811152217,0.9058699827155751,0.9492595762893216,0.46439106616097764,1.703366277364097,0.27971111723635855,1.1336062674053182,1.2680857071121534,0.33750751416205377
2021-10-28,HRV,Europe,Croatia,2021-10-28,458090.0,4154.0,3128.714,9142.0,26.0,24.857,1.35,0.317,1231.0,301.593,,,3599586.0,1903995.0,1791056.0,,7689.0,4081657.0,73.726,22669.797,0.7,78.49,0.851,766.53,6.09,,301.593,43.88,1884.0,37.96,44.0,,3599586.0,1903995.0,1791056.0,0.5605735025680832,0.41564976296017386,0.8421651495448633,0.7106823426124073,0.9082533128480891,0.9518237748769527,0.47450484618626215,1.8422908936882838,0.36333985474082636,1.1405933850384868,1.2748808641662726,0.37331234212341663
2021-10-29,HRV,Europe,Croatia,2021-10-29,462482.0,4392.0,3290.714,9168.0,26.0,26.143,1.33,0.327,1311.0,321.193,,,3610412.0,1908486.0,1795287.0,10826.0,8030.0,4081657.0,73.726,22669.797,0.7,78.49,0.851,806.22,6.405,,321.193,43.98,1967.0,37.96,44.0,,3610412.0,1908486.0,1795287.0,0.5902453864799512,0.43765938147152955,0.8463914174252275,0.723366342924309,0.9104095448434799,0.9540873100791782,0.5082174462705437,1.9853801129051083,0.4469685922452944,1.1469147277642244,1.2808792596379976,0.49266176866129285
2021-10-30,HRV,Europe,Croatia,2021-10-30,467029.0,4547.0,3428.143,9198.0,30.0,26.857,1.31,0.353,1330.0,325.848,,,,,,,7943.0,4081657.0,73.726,22669.797,0.7,78.49,0.851,839.89,6.58,,325.848,,1946.0,37.96,44.0,,3613451.5,1910071.5,1796678.0,0.6154168515054086,0.44987934073833197,0.8512678803641093,0.7364979798592398,0.9111707797196081,0.9548314787074684,0.5162241887905605,2.106766583940596,0.49340009969334264,1.1491464108841658,1.2828513154406849,0.5210072574640384
2021-10-31,HRV,Europe,Croatia,2021-10-31,470348.0,3319.0,3574.714,9220.0,22.0,26.0,1.29,0.355,1418.0,347.408,,1126.483,3616491.0,1911657.0,1798069.0,,8236.0,4081657.0,73.726,22669.797,0.7,78.49,0.851,875.8,6.37,,347.408,44.05,2018.0,37.96,44.0,,3616491.0,1911657.0,1798069.0,0.6422627632143368,0.43521196666039125,0.8548439531859559,0.7460831795484936,0.9119320145957365,0.9555756473357586,0.5533080488832702,2.236227879927196,0.43766928473118943,1.1513780940041072,1.284823371243372,0.6522916266557023
2021-11-01,HRV,Europe,Croatia,2021-11-01,471474.0,1126.0,3638.429,9251.0,31.0,27.286,1.26,0.35,1496.0,366.518,,,3617177.0,1911771.0,1798141.0,686.0,7302.0,4081657.0,73.726,22669.797,0.7,78.49,0.851,891.41,6.685,,366.518,44.05,1789.0,37.96,44.0,,3617177.0,1911771.0,1798141.0,0.6539327884207854,0.45722158517174694,0.8598829648894667,0.7493350430164355,0.9119867486076435,0.9556141664883372,0.5861778339654447,2.2925052231518874,0.5212980222356575,1.1515385556097038,1.2849254474603335,0.7686573175301317
2021-11-02,HRV,Europe,Croatia,2021-11-02,472259.0,785.0,3270.571,9291.0,40.0,28.714,1.21,0.317,1543.0,378.033,,,3627387.0,1916565.0,1802284.0,10210.0,7418.0,4081657.0,73.726,22669.797,0.7,78.49,0.851,801.285,7.035,,378.033,44.16,1817.0,37.96,44.0,,3627387.0,1916565.0,1802284.0,0.5865559990871316,0.48166150370535177,0.8663849154746422,0.7516021059137129,0.9142884578452083,0.9578306227262999,0.60598398651496,1.9675884700490311,0.614161037131754,1.1582863883924215,1.2907990831113278,0.8387751056211339
2021-11-03,HRV,Europe,Croatia,2021-11-03,476832.0,4573.0,3270.857,9332.0,41.0,30.857,1.28,0.321,1634.0,400.328,,,3641758.0,1922763.0,1806387.0,14371.0,7748.0,4081657.0,73.726,22669.797,0.7,78.49,0.851,801.355,7.56,,400.328,44.26,1898.0,37.96,44.0,,3641758.0,1922763.0,1806387.0,0.5866083827834205,0.5183384962946482,0.8730494148244473,0.7648088302821844,0.9172642596504704,0.9600256794350523,0.6443320691108303,1.967841084349624,0.7535205895983752,1.1670104325282755,1.2966160097528991,0.9745350783079682
2021-11-04,HRV,Europe,Croatia,2021-11-04,483142.0,6310.0,3578.857,9364.0,32.0,31.714,1.38,0.354,1680.0,411.598,,,3658686.0,1930471.0,1811801.0,16928.0,8443.0,4081657.0,73.726,22669.797,0.7,78.49,0.851,876.815,7.77,,411.598,44.39,2069.0,37.96,44.0,,3658686.0,1930471.0,1811801.0,0.6430215941714164,0.533005870372589,0.8782509752925877,0.783031972806797,0.9209650470520453,0.9629221057136742,0.6637168141592921,2.2398872542186483,0.8092514045605284,1.177859889159312,1.3042915741783114,1.043160998567247
2021-11-05,HRV,Europe,Croatia,2021-11-05,490074.0,6932.0,3941.714,9400.0,36.0,33.143,1.43,0.395,1711.0,419.192,,,3675807.0,1939061.0,1816377.0,17121.0,9342.0,4081657.0,73.726,22669.797,0.7,78.49,0.851,965.714,8.12,,419.192,44.5,2289.0,37.96,44.0,,3675807.0,1939061.0,1816377.0,0.7094824014591241,0.5574629036950829,0.8841027308192458,0.8030514377799535,0.9250893028615325,0.9653702118553391,0.6767804466919511,2.5603867901282737,0.9021794495791013,1.1899508118968058,1.3107790848563103,1.089408901350674
2021-11-06,HRV,Europe,Croatia,2021-11-06,497168.0,7094.0,4305.571,9450.0,50.0,36.0,1.43,0.418,1787.0,437.812,,,3690148.0,1948738.0,1820138.0,14341.0,10957.0,4081657.0,73.726,22669.797,0.7,78.49,0.851,1054.859,8.82,,437.812,44.59,2684.0,37.96,44.0,,3690148.0,1948738.0,1820138.0,0.7761263685240656,0.6063598555511818,0.8922301690507152,0.8235387552236305,0.9297354522757826,0.967382302589343,0.7088074167720186,2.881769592823188,1.0879705094937708,1.203571750119242,1.3161111494673146,1.2027908565616565
2021-11-07,HRV,Europe,Croatia,2021-11-07,501327.0,4159.0,4425.571,9500.0,50.0,40.0,1.4,0.416,1848.0,452.757,,1621.332,,,,,12549.0,4081657.0,73.726,22669.797,0.7,78.49,0.851,1084.259,9.8,,452.757,,3074.0,37.96,44.0,,3704333.6666666665,1957291.0,1823892.3333333333,0.7981055417921159,0.674819011107498,0.9003576072821847,0.8355498566118816,0.9338419435375456,0.9693908267351451,0.7345132743362832,2.9877616070578727,1.3480909993988035,1.2156105932128143,1.3214337625767478,1.2937947942967871
2021-11-08,HRV,Europe,Croatia,2021-11-08,502569.0,1242.0,4442.143,9546.0,46.0,42.143,1.38,0.405,,,,,,,,,14477.0,4081657.0,73.726,22669.797,0.7,78.49,0.851,1088.319,10.325,,,,3547.0,37.96,44.0,,3718519.3333333335,1965844.0,1827646.6666666667,0.8011408656204336,0.7114960036967944,0.9078348504551365,0.8391367255525425,0.9379484347993086,0.9713993508809473,,3.002399104223683,1.4874505518654246,1.2276494363063863,1.3267563756861815,
2021-11-09,HRV,Europe,Croatia,2021-11-09,507535.0,4966.0,5039.429,9605.0,59.0,44.857,1.37,0.465,,,,,3732705.0,1974397.0,1831401.0,,15045.0,4081657.0,73.726,22669.797,0.7,78.49,0.851,1234.653,10.99,,,44.87,3686.0,37.96,44.0,,3732705.0,1974397.0,1831401.0,0.9105396363252728,0.7579455407417549,0.9174252275682705,0.8534784253587592,0.9420549260610716,0.9734078750267494,,3.529961989341833,1.663942304265989,1.2396882793999586,1.332078988795615,
2021-11-10,HRV,Europe,Croatia,2021-11-10,514850.0,7315.0,5431.143,9655.0,50.0,46.143,1.35,0.471,,,,,3759981.0,1990925.0,1837846.0,27276.0,16889.0,4081657.0,73.726,22669.797,0.7,78.49,0.851,1330.622,11.305,,,45.03,4138.0,35.19,44.0,,3759981.0,1990925.0,1837846.0,0.9822858853046149,0.7799551592531107,0.9255526657997398,0.8746039859875298,0.9499903975417706,0.9768558741707682,,3.875949954874544,1.7475710417704573,1.2629523970955694,1.3412162279389068,
2021-11-11,HRV,Europe,Croatia,2021-11-11,521837.0,6987.0,5527.857,9721.0,66.0,51.0,,0.452,,,,,,,,,18571.0,4081657.0,73.726,22669.797,0.7,78.49,0.851,1354.317,12.495,,,,4550.0,35.19,44.0,,3788685.5,2007559.0,1844694.5,1.0000000000000002,0.8630816888873676,0.9362808842652796,0.8947822897624059,0.957976762051085,0.9805197410656965,,3.9613742187469883,2.063422346637643,1.2863657159332265,1.350925519214754,
2021-11-12,HRV,Europe,Croatia,2021-11-12,528286.0,6449.0,5458.857,9774.0,53.0,53.429,,0.423,,,,,3817390.0,2024193.0,1851543.0,,20226.0,4081657.0,73.726,22669.797,0.7,78.49,0.851,1337.412,13.09,,,45.36,4955.0,35.19,44.0,,3817390.0,2024193.0,1851543.0,0.9873619753708711,0.9046535110989407,0.9448959687906372,0.9134068612586387,0.9659631265603994,0.9841836079606249,,3.9004288105620444,2.2213805141324743,1.3097790347708833,1.3606348104906012,
2021-11-13,HRV,Europe,Croatia,2021-11-13,534601.0,6315.0,5347.571,9840.0,66.0,55.714,,0.414,,,,,3845713.0,2043475.0,1857649.0,28323.0,22224.0,4081657.0,73.726,22669.797,0.7,78.49,0.851,1310.147,13.65,,,45.51,5445.0,35.19,44.0,,3845713.0,2043475.0,1857649.0,0.9669788564016357,0.9437608037104862,0.9556241872561769,0.9316444436743169,0.9752208565392739,0.9874502460945859,,3.8021335830943683,2.369974343990724,1.3369195670438,1.3692914407790324,
2021-11-14,HRV,Europe,Croatia,2021-11-14,538752.0,4151.0,5346.429,9881.0,41.0,54.429,,0.414,,,,,3852323.0,2048628.0,1859418.0,6610.0,21141.0,4081657.0,73.726,22669.797,0.7,78.49,0.851,1309.867,13.335,,,45.56,5180.0,35.19,44.0,,3852323.0,2048628.0,1859418.0,0.9667696879360348,0.9217682999880197,0.9622886866059818,0.9436324412368632,0.9776949299020549,0.9883966402739139,,3.8011248924255683,2.2864106366087324,1.3441727131283527,1.3717993967207678,
2021-11-15,HRV,Europe,Croatia,2021-11-15,539887.0,1135.0,5331.143,9936.0,55.0,55.714,,0.412,,,,,,,,,22476.0,4081657.0,73.726,22669.797,0.7,78.49,0.851,1306.122,13.65,,,,5507.0,,44.0,,3875849.5,2062781.0,1866245.5,0.9639699075812397,0.9437608037104862,0.9712288686605982,0.9469102965087232,0.9844901094680237,0.9920492724160068,,3.78762327634564,2.369974343990724,1.364093880707369,1.3814789157666676,
2021-11-16,HRV,Europe,Croatia,2021-11-16,544330.0,4443.0,5256.429,9986.0,50.0,54.429,,,,,,,3899376.0,2076934.0,1873073.0,,23810.0,4081657.0,73.726,22669.797,0.7,78.49,0.851,1287.817,13.335,,,45.89,5833.0,,44.0,,3899376.0,2076934.0,1873073.0,0.9502853079849971,0.9217682999880197,0.9793563068920675,0.9597415837094924,0.9912852890339926,0.9957019045580997,,3.7216308817495545,2.2864106366087324,1.3840150482863853,1.3911584348125676,
2021-11-17,HRV,Europe,Croatia,2021-11-17,551000.0,6670.0,5164.286,10050.0,64.0,56.429,,,,,,,3931774.0,2095085.0,1881107.0,32398.0,24542.0,4081657.0,73.726,22669.797,0.7,78.49,0.851,1265.242,13.825,,,46.09,6013.0,,44.0,,3931774.0,2095085.0,1881107.0,0.9334084166313474,0.9559978777661777,0.9897594278283485,0.9790043983908184,0.9999999999999999,1.0,,3.6402440303526666,2.4164708815612483,1.4095636325248313,1.402548439355191,
2021-11-18,HRV,Europe,Croatia,2021-11-18,558270.0,7270.0,5204.714,10113.0,63.0,56.0,,,,,,,,,,,,4081657.0,73.726,22669.797,0.7,78.49,0.851,1275.147,13.72,,,,,,44.0,,3931774.0,2095085.0,1881107.0,0.9408132001053535,0.9486556333327628,0.9999999999999999,0.9999999999999999,0.9999999999999999,1.0,,3.6759527399483316,2.3885729590189335,1.4095636325248313,1.402548439355191,
