date,iso_code,continent,location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,reproduction_rate,positive_rate,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_hosp_admissions,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,population,population_density,total_vaccinations_interpolated,people_vaccinated_interpolated,people_fully_vaccinated_interpolated,new_cases_smoothed_normalized,new_deaths_smoothed_normalized,total_deaths_normalized,total_cases_normalized,people_vaccinated_interpolated_normalized,people_fully_vaccinated_interpolated_normalized,hosp_patients_normalized
2020-02-25,HRV,Europe,Croatia,1.0,1.0,,,,,,,,,,,,,,,,4081657.0,73.726,,,,,,,0.0,,,
2020-02-26,HRV,Europe,Croatia,3.0,2.0,,,,,,,,,,,,,,,,4081657.0,73.726,,,,,,,3.674248478401849e-06,,,
2020-02-27,HRV,Europe,Croatia,3.0,0.0,,,,,,,,,,,,,,,,4081657.0,73.726,,,,,,,3.674248478401849e-06,,,
2020-02-28,HRV,Europe,Croatia,5.0,2.0,,,,,,,,,,,,,,,,4081657.0,73.726,,,,,,,7.3484969568036975e-06,,,
2020-02-29,HRV,Europe,Croatia,6.0,1.0,,,,,,,,,,,,,,,,4081657.0,73.726,,,,,,,9.185621196004623e-06,,,
2020-03-01,HRV,Europe,Croatia,7.0,1.0,1.0,,,0.0,,,,,,,,,,,,4081657.0,73.726,,,,0.00015503696464759214,0.0,,1.1022745435205547e-05,,,
2020-03-02,HRV,Europe,Croatia,7.0,0.0,1.0,,,0.0,,,,,,,,,,,,4081657.0,73.726,,,,0.00015503696464759214,0.0,,1.1022745435205547e-05,,,
2020-03-03,HRV,Europe,Croatia,9.0,2.0,1.143,,,0.0,,,,,,,,,,,,4081657.0,73.726,,,,0.000180906609857167,0.0,,1.4696993913607395e-05,,,
2020-03-04,HRV,Europe,Croatia,10.0,1.0,1.0,,,0.0,,,,,,,,,,,,4081657.0,73.726,,,,0.00015503696464759214,0.0,,1.653411815280832e-05,,,
2020-03-05,HRV,Europe,Croatia,10.0,0.0,1.0,,,0.0,,,,,,,,,,,,4081657.0,73.726,,,,0.00015503696464759214,0.0,,1.653411815280832e-05,,,
2020-03-06,HRV,Europe,Croatia,11.0,1.0,0.857,,,0.0,,,,,,,,,,,,4081657.0,73.726,,,,0.00012916731943801726,0.0,,1.8371242392009243e-05,,,
2020-03-07,HRV,Europe,Croatia,12.0,1.0,0.857,,,0.0,,,,,,,,,,,,4081657.0,73.726,,,,0.00012916731943801726,0.0,,2.020836663121017e-05,,,
2020-03-08,HRV,Europe,Croatia,12.0,0.0,0.7140000000000001,,,0.0,,,,,,,,,,,,4081657.0,73.726,,,,0.00010329767422844237,0.0,,2.020836663121017e-05,,,
2020-03-09,HRV,Europe,Croatia,12.0,0.0,0.7140000000000001,,,0.0,,,,,,,,,,,,4081657.0,73.726,,,,0.00010329767422844237,0.0,,2.020836663121017e-05,,,
2020-03-10,HRV,Europe,Croatia,14.0,2.0,0.7140000000000001,,,0.0,,0.042,,,,,,,,,,4081657.0,73.726,,,,0.00010329767422844237,0.0,,2.3882615109612018e-05,,,
2020-03-11,HRV,Europe,Croatia,19.0,5.0,1.286,,,0.0,,0.054000000000000006,,,,,,,,,,4081657.0,73.726,,,,0.0002067762550667419,0.0,,3.306823630561664e-05,,,
2020-03-12,HRV,Europe,Croatia,19.0,0.0,1.286,,,0.0,,0.043,,,,,,,,,,4081657.0,73.726,,,,0.0002067762550667419,0.0,,3.306823630561664e-05,,,
2020-03-13,HRV,Europe,Croatia,32.0,13.0,3.0,,,0.0,,0.083,,,,,,,,,,4081657.0,73.726,,,,0.0005168501843619261,0.0,,5.695085141522865e-05,,,
2020-03-14,HRV,Europe,Croatia,38.0,6.0,3.714,,,0.0,,0.079,,,,,,,,,,4081657.0,73.726,,,,0.0006460175037999434,0.0,,6.797359685043421e-05,,,
2020-03-15,HRV,Europe,Croatia,49.0,11.0,5.2860000000000005,,,0.0,,0.08800000000000001,,,,,,,,,,4081657.0,73.726,,,,0.0009304026944954101,0.0,,8.818196348164438e-05,,,
2020-03-16,HRV,Europe,Croatia,57.0,8.0,6.428999999999999,,,0.0,,0.083,,,,,,,,,,4081657.0,73.726,,,,0.0011371789495621515,0.0,,0.00010287895739525177,,,
2020-03-17,HRV,Europe,Croatia,65.0,8.0,7.2860000000000005,,,0.0,,0.069,,,,,,,,,,4081657.0,73.726,,,,0.001292215914209744,0.0,,0.00011757595130885916,,,
2020-03-18,HRV,Europe,Croatia,81.0,16.0,8.857000000000001,,,0.0,,0.08199999999999999,,,,,,,,,,4081657.0,73.726,,,,0.0015764201982953535,0.0,,0.00014696993913607394,,,
2020-03-19,HRV,Europe,Croatia,105.0,24.0,12.286,1.0,1.0,0.14300000000000002,,0.11,,,,,,,,,,4081657.0,73.726,,,,0.002196748963495579,0.0018134090822628304,0.0,0.00019106092087689612,,,
2020-03-20,HRV,Europe,Croatia,128.0,23.0,13.714,1.0,0.0,0.14300000000000002,2.4,0.08800000000000001,,,,,,,,,,4081657.0,73.726,,,,0.0024550836023716134,0.0018134090822628304,0.0,0.00023331477837851738,,,
2020-03-21,HRV,Europe,Croatia,206.0,78.0,24.0,1.0,0.0,0.14300000000000002,2.5,0.122,,,,,,,,,,4081657.0,73.726,,,,0.0043158889913624335,0.0018134090822628304,0.0,0.0003766104690361895,,,
2020-03-22,HRV,Europe,Croatia,254.0,48.0,29.285999999999998,1.0,0.0,0.14300000000000002,2.34,0.124,,,,,,,,,,4081657.0,73.726,,,,0.005272161331067418,0.0018134090822628304,0.0,0.00046479243251783384,,,
2020-03-23,HRV,Europe,Croatia,315.0,61.0,36.857,1.0,0.0,0.14300000000000002,2.19,0.136,,,,,,,,,,4081657.0,73.726,,,,0.00664180527429603,0.0018134090822628304,0.0,0.0005768570111090903,,,
2020-03-24,HRV,Europe,Croatia,382.0,67.0,45.286,1.0,0.0,0.14300000000000002,2.02,0.155,,,,,,,,,,4081657.0,73.726,,,,0.008166667088782092,0.0018134090822628304,0.0,0.0006999443351355522,,,
2020-03-25,HRV,Europe,Croatia,442.0,60.0,51.571000000000005,1.0,0.0,0.14300000000000002,1.84,0.14800000000000002,,,,,,,,,,4081657.0,73.726,,,,0.009303665131734386,0.0018134090822628304,0.0,0.0008101717894876076,,,
2020-03-26,HRV,Europe,Croatia,495.0,53.0,55.714,3.0,2.0,0.28600000000000003,1.72,0.132,,,,,,,,,,4081657.0,73.726,,,,0.010053161216372628,0.003626818164525661,0.00020030045067601402,0.0009075393741652567,,,
2020-03-27,HRV,Europe,Croatia,586.0,91.0,65.429,3.0,0.0,0.28600000000000003,1.65,0.146,,,,,,,,,,4081657.0,73.726,,,,0.011810668931135006,0.003626818164525661,0.00020030045067601402,0.0010747176799325408,,,
2020-03-28,HRV,Europe,Croatia,657.0,71.0,64.429,5.0,2.0,0.5710000000000001,1.51,0.141,,,,,,,,,,4081657.0,73.726,,,,0.01162976232127784,0.007240955146657875,0.000400600901352028,0.0012051535009158063,,,
2020-03-29,HRV,Europe,Croatia,713.0,56.0,65.571,6.0,1.0,0.7140000000000001,1.45,0.131,,,,,,,,,,4081657.0,73.726,,,,0.011836357669734723,0.009054364228920706,0.000500751126690035,0.0013080324583110581,,,
2020-03-30,HRV,Europe,Croatia,790.0,77.0,67.857,6.0,0.0,0.7140000000000001,1.41,0.131,,,,,,,,,,4081657.0,73.726,,,,0.012249910179868206,0.009054364228920706,0.000500751126690035,0.0014494910247295294,,,
2020-03-31,HRV,Europe,Croatia,867.0,77.0,69.286,6.0,0.0,0.7140000000000001,1.33,0.126,,,,,,,,,,4081657.0,73.726,,,,0.0125084257253541,0.009054364228920706,0.000500751126690035,0.0015909495911480005,,,
2020-04-01,HRV,Europe,Croatia,963.0,96.0,74.429,6.0,0.0,0.7140000000000001,1.25,0.128,,,,,,,,,,4081657.0,73.726,,,,0.01343882841984951,0.009054364228920706,0.000500751126690035,0.0017673135181112893,,,
2020-04-02,HRV,Europe,Croatia,1011.0,48.0,73.714,7.0,1.0,0.5710000000000001,1.13,0.125,,,,,,,,,,4081657.0,73.726,,,,0.013309480193801635,0.007240955146657875,0.0006009013520280422,0.0018554954815929337,,,
2020-04-03,HRV,Europe,Croatia,1079.0,68.0,70.429,8.0,1.0,0.7140000000000001,1.05,0.11,,,,,,,,,,4081657.0,73.726,,,,0.01271520198042084,0.009054364228920706,0.0007010515773660491,0.0019804199298585966,,,
2020-04-04,HRV,Europe,Croatia,1126.0,47.0,67.0,12.0,4.0,1.0,0.98,0.102,,,,,,,,,,4081657.0,73.726,,,,0.012094873215220615,0.012681182393446365,0.0011016524787180772,0.0020667647691010402,,,
2020-04-05,HRV,Europe,Croatia,1182.0,56.0,67.0,15.0,3.0,1.286,0.99,0.095,,,,,,,,,,4081657.0,73.726,,,,0.012094873215220615,0.016308000557972026,0.0014021031547320983,0.0021696437264962917,,,
2020-04-06,HRV,Europe,Croatia,1222.0,40.0,61.714,16.0,1.0,1.429,0.99,0.085,,,,,,,,,,4081657.0,73.726,,,,0.01113860087551563,0.018121409640234856,0.0015022533800701052,0.002243128696064329,,,
2020-04-07,HRV,Europe,Croatia,1282.0,60.0,59.286,18.0,2.0,1.714,1.0,0.078,,,,,,,,,,4081657.0,73.726,,,,0.010699359626782428,0.02173554662236707,0.0017025538307461191,0.0023533561504163842,,,
2020-04-08,HRV,Europe,Croatia,1343.0,61.0,54.286,19.0,1.0,1.857,1.0,0.07,,,,,,,,,,4081657.0,73.726,,,,0.009794826577496593,0.0235489557046299,0.0018027040560841263,0.0024654207290076406,,,
2020-04-09,HRV,Europe,Croatia,1407.0,64.0,56.571000000000005,20.0,1.0,1.857,1.01,0.07400000000000001,,,,,,,,,,4081657.0,73.726,,,,0.010208198181020221,0.0235489557046299,0.001902854281422133,0.0025829966803165,,,
2020-04-10,HRV,Europe,Croatia,1495.0,88.0,59.428999999999995,21.0,1.0,1.857,1.0,0.078,,,,,,,,,,4081657.0,73.726,,,,0.010725229271992003,0.0235489557046299,0.00200300450676014,0.0027446636133661812,,,
2020-04-11,HRV,Europe,Croatia,1534.0,39.0,58.286,21.0,0.0,1.286,0.94,0.07,,,,,,,,,,4081657.0,73.726,,,,0.010518453016925262,0.016308000557972026,0.00200300450676014,0.0028163114586950175,,,
2020-04-12,HRV,Europe,Croatia,1600.0,66.0,59.714,23.0,2.0,1.143,0.94,0.075,,,,,,,,,,4081657.0,73.726,,,,0.010776787655801296,0.014494591475709195,0.002203304957436154,0.0029375616584822782,,,
2020-04-13,HRV,Europe,Croatia,1650.0,50.0,61.143,25.0,2.0,1.286,0.9,0.068,,,,,,,,,,4081657.0,73.726,,,,0.011035303201287188,0.016308000557972026,0.0024036054081121683,0.0030294178704423245,,,
